FeatureID,Name,Formula,Annotation_level,use_Sirius_class
FT_12.933_462.09245,7-(Methylthio)heptyl-glucosinolate,C15 H29 N O9 S3,L3.3,na
FT_13.319_603.05365,no name,C18 H27 N2 O15 P3,L4.3,yes
FT_12.933_565.01559,no name,no formula,L5,na
FT_13.904_429.12517,no name,C15 H26 O14,L4.3,yes
FT_14.028_603.08687,no name,C20 H24 N6 O12 S2,L4.3,yes
FT_14.029_606.08502,no name,C22 H26 N O17 P,L4.3,yes
FT_14.029_617.15437,no name,C23 H30 N4 O16,L4.3,yes
FT_13.293_649.21933,Fuc(a1-2)[Gal(a1-3)]Gal(b1-4)Glc,C24 H42 O20,L3.3,yes
FT_14.032_559.08117,no name,C19 H28 O15 S2,L4.3,yes
FT_13.321_503.12848,alpha-D-ManAc-(1-P-6)-alpha-D-ManAc,C16 H29 N2 O14 P,L3.3,na
FT_13.830_274.10456,gamma-Glutamylglutamine,C10 H17 N3 O6,L3.3,na
FT_14.250_419.08676,no name,C17 H24 O8 S2,L4.3,yes
FT_14.266_636.19911,no name,C22 H39 N O20,L4.3,yes
FT_14.029_566.15742,no name,no formula,L5,na
FT_14.691_446.09756,no name,C19 H13 N9 O5,L4.3,yes
FT_14.736_269.95928,no name,C5 H7 N O8 P2,L4.3,yes
FT_14.029_621.09731,no name,no formula,L5,na
FT_14.745_275.95730,no name,C9 H N4 O5 S,L4.3,yes
FT_14.071_563.18295,beta-D-Glc-(1->4)-[L-alpha-D-Hep-(1->3)]-L-alpha-D-Hep,C20 H36 O18,L3.3,na
FT_14.186_421.06603,"[(2S,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxolan-2-yl]methyl hydrogen sulfate",C12 H22 O14 S,L3.3,yes
FT_14.755_500.91975,no name,C6 H8 N4 O19 P2,L4.3,yes
FT_14.255_566.15747,no name,no formula,L5,na
FT_14.756_272.95894,no name,C2 H2 N4 O12,L4.3,yes
FT_14.339_355.08840,GlcA(b1-4)a-Glc,C12 H20 O12,L3.3,na
FT_14.370_421.06602,2-sulfotrehalose,C12 H22 O14 S,L3.3,yes
FT_14.398_446.09757,no name,C14 H25 N O13 S,L4.1,yes
FT_14.759_160.97604,no name,C2 H2 N4 O3 S,L4.3,yes
FT_14.760_158.97849,no name,C2 N4 O5,L4.3,yes
FT_14.974_314.86449,no name,C H5 N2 O7 P S4,L4.3,yes
FT_14.754_114.98873,no name,no formula,L5,na
FT_15.006_711.21974,no name,C32 H40 O18,L4.3,yes
FT_15.255_647.13409,no name,C21 H33 N2 O19 P,L4.3,yes
FT_16.005_304.91409,no name,C2 H2 N4 O10 S2,L4.3,yes
FT_16.005_564.82986,no name,C13 H5 N4 O10 P3 S3,L4.3,yes
FT_14.760_159.97896,no name,no formula,L5,na
FT_2.068_379.01299,no name,C10 H13 N4 O8 P S,L4.3,yes
FT_14.983_196.88536,no name,no formula,L5,na
FT_14.985_96.96012,no name,no formula,L5,na
FT_14.987_194.92751,no name,no formula,L5,na
FT_14.988_197.88548,no name,no formula,L5,na
FT_2.098_286.98634,no name,C10 H10 O6 P2,L4.3,yes
FT_15.006_763.18139,no name,no formula,L5,na
FT_15.009_711.21976,Isomaltotetraose,C24 H42 O21,L3.3,na
FT_15.112_462.10202,"[3-Acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] (3,4,5,6-tetrahydroxyoxan-2-yl)methyl hydrogen phosphate",C14 H26 N O14 P,L3.3,na
FT_2.202_278.99668,no name,C12 H10 O4 P2,L4.3,yes
FT_2.225_247.05869,no name,C10 H17 O3 P S,L4.3,yes
FT_2.240_171.02745,no name,C5 H6 N3 O4,L4.3,yes
FT_16.041_873.27215,Laminaripentaose,C30 H52 O26,L3.3,yes
FT_16.807_989.31879,Glc(b1-4)Glc(b1-3)Glc(b1-4)Glc(b1-4)Glc(b1-3)Glc,C36 H62 O31,L3.3,na
FT_2.025_225.04042,no name,C10 H10 O6,L4.1,yes
FT_2.028_311.11385,no name,C15 H20 O7,L4.1,yes
FT_2.039_319.05733,no name,C14 H12 N2 O7,L4.1,yes
FT_2.062_279.08747,no name,C14 H16 O6,L4.1,yes
FT_2.241_202.96511,no name,C6 H6 O4 P2,L4.3,yes
FT_2.245_287.08846,no name,C8 H19 O6 P,L4.3,yes
FT_2.130_202.96513,no name,no formula,L5,na
FT_2.134_309.06182,no name,C14 H14 O8,L4.1,yes
FT_2.168_281.06672,no name,C13 H14 O7,L4.1,yes
FT_2.182_269.10307,no name,C13 H18 O6,L4.1,yes
FT_2.313_265.91220,no name,C4 H N2 O8 P2,L4.3,yes
FT_2.215_83.02511,no name,C3 H4 N2 O,L4.1,yes
FT_2.319_282.90214,no name,C6 H7 N O2 P S4,L4.3,yes
FT_2.321_304.07877,no name,C10 H15 N3 O8,L4.3,yes
FT_2.472_395.00774,no name,C16 H12 O10 S,L4.3,yes
FT_2.242_215.07315,no name,no formula,L5,na
FT_2.243_155.03505,no name,C7 H8 O4,L4.1,yes
FT_2.243_271.99940,no name,no formula,L5,na
FT_2.492_289.00213,no name,C10 H10 O8 S,L4.3,yes
FT_2.312_146.96601,no name,no formula,L5,na
FT_2.688_253.06373,no name,C12 H15 O4 P,L4.3,yes
FT_2.316_162.91378,no name,no formula,L5,na
FT_2.318_186.90600,no name,no formula,L5,na
FT_2.709_318.95529,no name,C9 H8 N2 O5 S3,L4.3,yes
FT_2.320_161.91358,no name,no formula,L5,na
FT_2.320_248.92177,no name,no formula,L5,na
FT_2.710_287.01750,no name,C7 H13 O10 P,L4.3,yes
FT_2.345_253.03532,(+/-)-strobide B,C11 H10 O7,L3.3,na
FT_2.350_155.03503,2-methyl-muconate,C7 H8 O4,L3.3,na
FT_2.351_380.99229,no name,C15 H10 O10 S,L4.1,yes
FT_2.357_195.02996,no name,C9 H8 O5,L4.1,yes
FT_2.455_253.03537,no name,C11 H10 O7,L4.1,yes
FT_3.855_594.16781,no name,C19 H37 N3 O14 S2,L4.3,yes
FT_2.474_209.04539,no name,C10 H10 O5,L4.1,na
FT_2.475_295.08237,no name,C14 H16 O7,L4.1,yes
FT_2.491_189.07685,no name,C8 H14 O5,L4.1,yes
FT_3.856_296.04220,no name,C13 H7 N5 O4,L4.3,yes
FT_2.501_183.06629,no name,C9 H12 O4,L4.1,yes
FT_2.544_219.02978,7-Hydroxycoumarin-4-acetic acid,C11 H8 O5,L3.3,na
FT_2.623_269.06672,no name,C12 H14 O7,L4.1,yes
FT_2.626_183.02982,3-O-methylgallate,C8 H8 O5,L3.3,na
FT_3.967_357.05539,no name,C7 H12 N4 O10,L4.3,yes
FT_6.178_335.06127,no name,C13 H12 N4 O7,L4.3,yes
FT_7.677_632.72756,no name,C8 H4 N4 O12 P2 S7,L4.3,yes
FT_2.713_219.02977,7-Hydroxycoumarin-4-acetic acid,C11 H8 O5,L3.3,na
FT_2.893_242.07043,no name,C7 H17 N O6 S,L4.1,yes
FT_2.965_200.94972,no name,no formula,L5,na
FT_3.024_246.99165,no name,no formula,L5,na
FT_3.056_211.02467,no name,C9 H8 O6,L4.1,yes
FT_3.102_195.02996,no name,C9 H8 O5,L4.1,yes
FT_3.208_173.04552,no name,C7 H10 O5,L4.1,yes
FT_3.516_178.84406,no name,no formula,L5,na
FT_3.571_216.94452,no name,no formula,L5,na
FT_3.854_228.05468,no name,C6 H15 N O6 S,L4.1,yes
FT_3.855_168.03357,no name,C4 H11 N O4 S,L4.1,yes
FT_7.681_548.76647,no name,C10 H4 N2 O9 P2 S6,L4.3,yes
FT_7.848_240.95581,no name,C4 H6 N O7 P2,L4.3,yes
FT_3.883_312.09517,no name,C11 H15 N5 O6,L4.1,yes
FT_3.966_306.05808,no name,C7 H18 N O10 P,L4.3,na
FT_8.842_520.91024,no name,C5 H8 N4 O21 P2,L4.3,yes
FT_8.842_588.89767,no name,C11 H10 N8 O11 S5,L4.3,yes
FT_6.564_226.07544,no name,C7 H17 N O5 S,L4.1,yes
FT_6.806_162.84249,no name,no formula,L5,na
FT_6.807_163.84027,no name,no formula,L5,na
FT_6.807_92.92804,no name,no formula,L5,na
FT_6.808_153.86863,no name,no formula,L5,na
FT_6.812_164.83945,no name,no formula,L5,na
FT_7.117_152.03873,2-(Dimethylamino)ethanesulfonic acid,C4 H11 N O3 S,L3.3,na
FT_7.117_212.05976,no name,C6 H15 N O5 S,L4.1,yes
FT_8.843_452.92293,no name,C8 H4 N6 O13 P2,L4.3,yes
FT_7.681_296.88234,no name,no formula,L5,na
FT_8.844_248.96047,no name,C4 H4 N4 O5 P2,L4.3,yes
FT_7.682_128.95964,no name,no formula,L5,na
FT_7.682_464.80511,no name,no formula,L5,na
FT_7.683_130.95772,no name,no formula,L5,na
FT_8.844_384.93558,no name,C5 H4 N6 O11 P2,L4.3,yes
FT_0.997_560.01525,no name,C26 H16 N3 O6 P S2,L4.3,yes
FT_1.003_473.94210,no name,C12 H16 N O9 P3 S2,L4.3,yes
FT_1.008_695.28631,no name,C36 H44 N2 O12,L4.3,yes
FT_8.843_656.88486,no name,no formula,L5,na
FT_1.051_422.78092,no name,C7 H6 N O2 S9,L4.3,yes
FT_1.184_319.11876,no name,C16 H18 O4,L4.3,yes
FT_8.845_724.87206,no name,no formula,L5,na
