Compound,Kegg,Pathways of compound,InChI-Key,compound,kegg_cid,Common-Name,Engineered?
CPD-592,C01035,PWY-7523,InChIKey=TUHVEAJXIMEOSA-UHFFFAOYSA-N,4-Guanidinobutyric acid,C01035,L-arginine degradation XII,NA
CPD-592,C01035,PWY-5742,InChIKey=TUHVEAJXIMEOSA-UHFFFAOYSA-N,4-Guanidinobutyric acid,C01035,L-arginine degradation IX (arginine:pyruvate transaminase pathway),NA
CPD-592,C01035,ARGDEG-IV-PWY,InChIKey=TUHVEAJXIMEOSA-UHFFFAOYSA-N,4-Guanidinobutyric acid,C01035,L-arginine degradation VIII (arginine oxidase pathway),NA
CPD-592,C01035,ARGDEG-V-PWY,InChIKey=TUHVEAJXIMEOSA-UHFFFAOYSA-N,4-Guanidinobutyric acid,C01035,L-arginine degradation X (arginine monooxygenase pathway),NA
CPD-15502,C12457,PWY-7303,InChIKey=VBHJEUYYPUPECH-UHFFFAOYSA-M,3-Dimethylallyl-4-hydroxymandelic acid,C12457,4-hydroxy-3-prenylbenzoate biosynthesis,NA
CPD-15502,C12457,PWY-8369,InChIKey=VBHJEUYYPUPECH-UHFFFAOYSA-M,3-Dimethylallyl-4-hydroxymandelic acid,C12457,superpathway of novobiocin biosynthesis,NA
CPD-15319,C06034,PWY-7701,InChIKey=ONTAOGAXMOTXQW-FWRGRRDFSA-M,"(2S,4S)-4-amino-2-hydroxy-2-methylpentanedioic acid",C06034,4-hydroxy-4-methyl-L-glutamate biosynthesis,NA
CPD-15319,C06034,PWY-7702,InChIKey=ONTAOGAXMOTXQW-FWRGRRDFSA-M,"(2S,4S)-4-amino-2-hydroxy-2-methylpentanedioic acid",C06034,sch210971 and sch210972 biosynthesis,NA
CPD-824,C03771,PWY-6422,InChIKey=ARBHXJXXVVHMET-UHFFFAOYSA-N,2-Oxoarginine,C03771,D-arginine degradation,NA
CPD-824,C03771,PWY-7523,InChIKey=ARBHXJXXVVHMET-UHFFFAOYSA-N,2-Oxoarginine,C03771,L-arginine degradation XII,NA
CPD-824,C03771,PWY-5742,InChIKey=ARBHXJXXVVHMET-UHFFFAOYSA-N,2-Oxoarginine,C03771,L-arginine degradation IX (arginine:pyruvate transaminase pathway),NA
CPD-824,C03771,ARGDEG-IV-PWY,InChIKey=ARBHXJXXVVHMET-UHFFFAOYSA-N,2-Oxoarginine,C03771,L-arginine degradation VIII (arginine oxidase pathway),NA
CPD-824,C03771,PWY-5024,InChIKey=ARBHXJXXVVHMET-UHFFFAOYSA-N,2-Oxoarginine,C03771,L-arginine degradation XI,NA
CPD-824,C03771,PWY-6511,InChIKey=ARBHXJXXVVHMET-UHFFFAOYSA-N,2-Oxoarginine,C03771,3-methylarginine biosynthesis,NA
5-OXOPROLINE,C01879,PWY-7019,InChIKey=ODHCTXKNWHHXJC-VKHMYHEASA-M,L-Pyroglutamic acid,C01879,butirosin biosynthesis (from L-glutamate and ribostamycin),NA
5-OXOPROLINE,C01879,PWY-7020,InChIKey=ODHCTXKNWHHXJC-VKHMYHEASA-M,L-Pyroglutamic acid,C01879,superpathway of butirocin biosynthesis (from glucose 6-phosphate),NA
5-OXOPROLINE,C01879,PWY-7533,InChIKey=ODHCTXKNWHHXJC-VKHMYHEASA-M,L-Pyroglutamic acid,C01879,gliotoxin biosynthesis,NA
5-OXOPROLINE,C01879,PWY-7942,InChIKey=ODHCTXKNWHHXJC-VKHMYHEASA-M,L-Pyroglutamic acid,C01879,5-oxo-L-proline metabolism,NA
5-OXOPROLINE,C01879,PWY-4041,InChIKey=ODHCTXKNWHHXJC-VKHMYHEASA-M,L-Pyroglutamic acid,C01879,&gamma;-glutamyl cycle,NA
ADENINE,C00147,PWY185E-5,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,decaprenyl phosphate 5'-methylthioxylose biosynthesis,NA
ADENINE,C00147,PWY-6756,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,<i>S</i>-methyl-5'-thioadenosine degradation II,NA
ADENINE,C00147,PWY-7527,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,L-methionine salvage cycle III,NA
ADENINE,C00147,PWY-7072,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,hopanoid biosynthesis (bacteria),NA
ADENINE,C00147,PWY-2841,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,cytokinins degradation,NA
ADENINE,C00147,PWY0-1533,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,methylphosphonate degradation I,NA
ADENINE,C00147,PWY-7399,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,methylphosphonate degradation II,NA
ADENINE,C00147,PWY-7371,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,"5,8-dihydroxy-2-naphthoate biosynthesis II",NA
ADENINE,C00147,PWY-7373,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,superpathway of demethylmenaquinol-6 biosynthesis II,NA
ADENINE,C00147,PWY-7992,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,superpathway of menaquinol-8 biosynthesis III,NA
ADENINE,C00147,PWY-6617,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,adenosine nucleotides degradation III,NA
ADENINE,C00147,PWY-6700,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,queuosine biosynthesis I (<i>de novo</i>),NA
ADENINE,C00147,PWY-8106,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,queuosine biosynthesis III (queuosine salvage),NA
ADENINE,C00147,PWY-I9,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,L-cysteine biosynthesis VI (reverse transsulfuration),NA
ADENINE,C00147,PWY-6151,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,<i>S</i>-adenosyl-L-methionine salvage I,NA
ADENINE,C00147,PWY-6154,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,autoinducer AI-2 biosynthesis II (<i>Vibrio</i>),NA
ADENINE,C00147,PWY-6153,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,autoinducer AI-2 biosynthesis I,NA
ADENINE,C00147,PWY-7805,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,(aminomethyl)phosphonate degradation,NA
ADENINE,C00147,PWY-6605,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,adenine and adenosine salvage II,NA
ADENINE,C00147,PWY-8131,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,5'-deoxyadenosine degradation II,NA
ADENINE,C00147,PWY0-1391,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,<i>S</i>-methyl-5'-thioadenosine degradation IV,NA
ADENINE,C00147,PWY-6754,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,<i>S</i>-methyl-5'-thioadenosine degradation I,NA
ADENINE,C00147,PWY-7270,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,L-methionine salvage cycle II (plants),NA
ADENINE,C00147,PWY-7528,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,L-methionine salvage cycle I (bacteria and plants),NA
ADENINE,C00147,PWY-5796,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,malonate decarboxylase activation,NA
ADENINE,C00147,P2-PWY,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,citrate lyase activation,NA
ADENINE,C00147,PWY-6644,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,fluoroacetate and fluorothreonine biosynthesis,NA
ADENINE,C00147,PWY-5532,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,nucleoside and nucleotide degradation (archaea),NA
ADENINE,C00147,PWY0-1296,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,purine ribonucleosides degradation,NA
ADENINE,C00147,P121-PWY,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,adenine and adenosine salvage I,NA
ADENINE,C00147,PWY66-409,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,superpathway of purine nucleotide salvage,NA
ADENINE,C00147,PWY-6609,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,adenine and adenosine salvage III,NA
ADENINE,C00147,PWY-6611,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,adenine and adenosine salvage V,NA
ADENINE,C00147,PWY-7179,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,purine deoxyribonucleosides degradation I,NA
ADENINE,C00147,PWY0-1297,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,superpathway of purine deoxyribonucleosides degradation,NA
ADENINE,C00147,PWY-6627,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,salinosporamide A biosynthesis,NA
ADENINE,C00147,PWY-7807,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,glyphosate degradation III,NA
ADENINE,C00147,PWY-8130,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,5'-deoxyadenosine degradation I,NA
ADENINE,C00147,PWY-7964,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,pseudocobalamin biosynthesis from adenosylcobinamide-GDP,NA
ADENINE,C00147,PWY-6610,InChIKey=GFFGJBXGBJISGV-UHFFFAOYSA-N,Adenine,C00147,adenine salvage,NA
ADENOSINE,C00212,PWY-2841,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,adenosine,C00212,cytokinins degradation,NA
ADENOSINE,C00212,METHIONINE-DEG1-PWY,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,adenosine,C00212,L-methionine degradation I (to L-homocysteine),NA
ADENOSINE,C00212,PWY-6292,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,adenosine,C00212,superpathway of L-cysteine biosynthesis (mammalian),NA
ADENOSINE,C00212,PWY-5328,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,adenosine,C00212,superpathway of L-methionine salvage and degradation,NA
ADENOSINE,C00212,PWY-5041,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,adenosine,C00212,<i>S</i>-adenosyl-L-methionine salvage II,NA
ADENOSINE,C00212,PWY-5532,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,adenosine,C00212,nucleoside and nucleotide degradation (archaea),NA
ADENOSINE,C00212,P121-PWY,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,adenosine,C00212,adenine and adenosine salvage I,NA
ADENOSINE,C00212,PWY-5935,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,adenosine,C00212,1-tuberculosinyladenosine biosynthesis,NA
ADENOSINE,C00212,PWY0-1296,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,adenosine,C00212,purine ribonucleosides degradation,NA
ADENOSINE,C00212,SALVADEHYPOX-PWY,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,adenosine,C00212,adenosine nucleotides degradation II,NA
ADENOSINE,C00212,PWY-6353,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,adenosine,C00212,purine nucleotides degradation II (aerobic),NA
ADENOSINE,C00212,PWY-6609,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,adenosine,C00212,adenine and adenosine salvage III,NA
ADENOSINE,C00212,PWY-6611,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,adenosine,C00212,adenine and adenosine salvage V,NA
ADENOSINE,C00212,PWY-6605,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,adenosine,C00212,adenine and adenosine salvage II,NA
ADENOSINE,C00212,PWY-6619,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,adenosine,C00212,adenine and adenosine salvage VI,NA
ADENOSINE,C00212,PWY66-409,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,adenosine,C00212,superpathway of purine nucleotide salvage,NA
ADENOSINE,C00212,PWY-2841,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,Adenosine,C00212,cytokinins degradation,NA
ADENOSINE,C00212,METHIONINE-DEG1-PWY,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,Adenosine,C00212,L-methionine degradation I (to L-homocysteine),NA
ADENOSINE,C00212,PWY-6292,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,Adenosine,C00212,superpathway of L-cysteine biosynthesis (mammalian),NA
ADENOSINE,C00212,PWY-5328,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,Adenosine,C00212,superpathway of L-methionine salvage and degradation,NA
ADENOSINE,C00212,PWY-5041,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,Adenosine,C00212,<i>S</i>-adenosyl-L-methionine salvage II,NA
ADENOSINE,C00212,PWY-5532,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,Adenosine,C00212,nucleoside and nucleotide degradation (archaea),NA
ADENOSINE,C00212,P121-PWY,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,Adenosine,C00212,adenine and adenosine salvage I,NA
ADENOSINE,C00212,PWY-5935,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,Adenosine,C00212,1-tuberculosinyladenosine biosynthesis,NA
ADENOSINE,C00212,PWY0-1296,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,Adenosine,C00212,purine ribonucleosides degradation,NA
ADENOSINE,C00212,SALVADEHYPOX-PWY,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,Adenosine,C00212,adenosine nucleotides degradation II,NA
ADENOSINE,C00212,PWY-6353,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,Adenosine,C00212,purine nucleotides degradation II (aerobic),NA
ADENOSINE,C00212,PWY-6609,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,Adenosine,C00212,adenine and adenosine salvage III,NA
ADENOSINE,C00212,PWY-6611,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,Adenosine,C00212,adenine and adenosine salvage V,NA
ADENOSINE,C00212,PWY-6605,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,Adenosine,C00212,adenine and adenosine salvage II,NA
ADENOSINE,C00212,PWY-6619,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,Adenosine,C00212,adenine and adenosine salvage VI,NA
ADENOSINE,C00212,PWY66-409,InChIKey=OIRDTQYFTABQOQ-KQYNXXCUSA-N,Adenosine,C00212,superpathway of purine nucleotide salvage,NA
TREHALOSE,C01083,TREHALOSESYN-PWY,InChIKey=HDTRYLNUVZCQOY-LIZSDCNHSA-N,alpha-alpha-Trehalose,C01083,trehalose biosynthesis III,NA
TREHALOSE,C01083,TRESYN-PWY,InChIKey=HDTRYLNUVZCQOY-LIZSDCNHSA-N,alpha-alpha-Trehalose,C01083,trehalose biosynthesis I,NA
TREHALOSE,C01083,PWY-881,InChIKey=HDTRYLNUVZCQOY-LIZSDCNHSA-N,alpha-alpha-Trehalose,C01083,trehalose biosynthesis II,NA
TREHALOSE,C01083,PWY-2661,InChIKey=HDTRYLNUVZCQOY-LIZSDCNHSA-N,alpha-alpha-Trehalose,C01083,trehalose biosynthesis V,NA
TREHALOSE,C01083,PWY-5983,InChIKey=HDTRYLNUVZCQOY-LIZSDCNHSA-N,alpha-alpha-Trehalose,C01083,trehalose biosynthesis VI,NA
TREHALOSE,C01083,PWY-5985,InChIKey=HDTRYLNUVZCQOY-LIZSDCNHSA-N,alpha-alpha-Trehalose,C01083,trehalose biosynthesis VII,NA
TREHALOSE,C01083,PWY-7900,InChIKey=HDTRYLNUVZCQOY-LIZSDCNHSA-N,alpha-alpha-Trehalose,C01083,glycogen biosynthesis III (from &alpha;-maltose 1-phosphate),NA
TREHALOSE,C01083,PWY-2622,InChIKey=HDTRYLNUVZCQOY-LIZSDCNHSA-N,alpha-alpha-Trehalose,C01083,trehalose biosynthesis IV,NA
TREHALOSE,C01083,PWY-6397,InChIKey=HDTRYLNUVZCQOY-LIZSDCNHSA-N,alpha-alpha-Trehalose,C01083,mycolyl-arabinogalactan-peptidoglycan complex biosynthesis,NA
TREHALOSE,C01083,PWY-6404,InChIKey=HDTRYLNUVZCQOY-LIZSDCNHSA-N,alpha-alpha-Trehalose,C01083,superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis,NA
TREHALOSE,C01083,PWYG-321,InChIKey=HDTRYLNUVZCQOY-LIZSDCNHSA-N,alpha-alpha-Trehalose,C01083,mycolate biosynthesis,NA
TREHALOSE,C01083,PWY-6113,InChIKey=HDTRYLNUVZCQOY-LIZSDCNHSA-N,alpha-alpha-Trehalose,C01083,superpathway of mycolate biosynthesis,NA
TREHALOSE,C01083,PWY-7738,InChIKey=HDTRYLNUVZCQOY-LIZSDCNHSA-N,alpha-alpha-Trehalose,C01083,polyacyltrehalose biosynthesis,NA
TREHALOSE,C01083,PWY-2722,InChIKey=HDTRYLNUVZCQOY-LIZSDCNHSA-N,alpha-alpha-Trehalose,C01083,trehalose degradation IV,NA
TREHALOSE,C01083,PWY-7746,InChIKey=HDTRYLNUVZCQOY-LIZSDCNHSA-N,alpha-alpha-Trehalose,C01083,mycobacterial sulfolipid biosynthesis,NA
TREHALOSE,C01083,PWY-2723,InChIKey=HDTRYLNUVZCQOY-LIZSDCNHSA-N,alpha-alpha-Trehalose,C01083,trehalose degradation V,NA
TREHALOSE,C01083,PWY0-1466,InChIKey=HDTRYLNUVZCQOY-LIZSDCNHSA-N,alpha-alpha-Trehalose,C01083,trehalose degradation VI (periplasmic),NA
TREHALOSE,C01083,PWY0-1182,InChIKey=HDTRYLNUVZCQOY-LIZSDCNHSA-N,alpha-alpha-Trehalose,C01083,trehalose degradation II (cytosolic),NA
TREHALOSE,C01083,PWY-6981,InChIKey=HDTRYLNUVZCQOY-LIZSDCNHSA-N,alpha-alpha-Trehalose,C01083,chitin biosynthesis,NA
CPD-5583,C11045,PWY-8454,InChIKey=IAOZJIPTCAWIRG-QWRGUYRKSA-N,Aspartame,C11045,aspartame degradation,NA
BETAINE_ALDEHYDE,C00576,PWY-3721,InChIKey=SXKNCCSPZDCRFD-UHFFFAOYSA-N,Betaine,C00576,choline degradation II,NA
BETAINE_ALDEHYDE,C00576,BETSYN-PWY,InChIKey=SXKNCCSPZDCRFD-UHFFFAOYSA-N,Betaine,C00576,glycine betaine biosynthesis I (Gram-negative bacteria),NA
BETAINE_ALDEHYDE,C00576,PWY-7494,InChIKey=SXKNCCSPZDCRFD-UHFFFAOYSA-N,Betaine,C00576,choline degradation IV,NA
BETAINE_ALDEHYDE,C00576,PWY1F-353,InChIKey=SXKNCCSPZDCRFD-UHFFFAOYSA-N,Betaine,C00576,glycine betaine biosynthesis III (plants),NA
BETAINE_ALDEHYDE,C00576,CHOLINE-BETAINE-ANA-PWY,InChIKey=SXKNCCSPZDCRFD-UHFFFAOYSA-N,Betaine,C00576,choline degradation I,NA
BETAINE_ALDEHYDE,C00576,P542-PWY,InChIKey=SXKNCCSPZDCRFD-UHFFFAOYSA-N,Betaine,C00576,choline-<i>O</i>-sulfate degradation,NA
BETAINE_ALDEHYDE,C00576,PWY-3722,InChIKey=SXKNCCSPZDCRFD-UHFFFAOYSA-N,Betaine,C00576,glycine betaine biosynthesis II (Gram-positive bacteria),NA
BIOTIN,C00120,PWY0-1507,InChIKey=YBJHBAHKTGYVGT-ZKWXMUAHSA-M,Biotin,C00120,biotin biosynthesis from 8-amino-7-oxononanoate I,NA
BIOTIN,C00120,BIOTIN-BIOSYNTHESIS-PWY,InChIKey=YBJHBAHKTGYVGT-ZKWXMUAHSA-M,Biotin,C00120,superpathway of biotin biosynthesis I,NA
BIOTIN,C00120,PWY-7380,InChIKey=YBJHBAHKTGYVGT-ZKWXMUAHSA-M,Biotin,C00120,biotin biosynthesis from 8-amino-7-oxononanoate II,NA
BIOTIN,C00120,PWY-5005,InChIKey=YBJHBAHKTGYVGT-ZKWXMUAHSA-M,Biotin,C00120,superpathway of biotin biosynthesis II,NA
BIOTIN,C00120,PWY-8128,InChIKey=YBJHBAHKTGYVGT-ZKWXMUAHSA-M,Biotin,C00120,biotin biosynthesis from 8-amino-7-oxononanoate III,NA
BIOTIN,C00120,PWY-8575,InChIKey=YBJHBAHKTGYVGT-ZKWXMUAHSA-M,Biotin,C00120,biotin biosynthesis from 8-amino-7-oxononanoate IV,NA
BIOTIN,C00120,PWY0-1264,InChIKey=YBJHBAHKTGYVGT-ZKWXMUAHSA-M,Biotin,C00120,malonyl-CoA biosynthesis via biotin-carboxyl carrier protein,NA
CHOLINE,C00114,PWY-3542,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,choline biosynthesis II,NA
CHOLINE,C00114,PWY-3561,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,choline biosynthesis III,NA
CHOLINE,C00114,LIPASYN-PWY,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,phospholipases,NA
CHOLINE,C00114,PWY-7039,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,"phosphatidate metabolism, as a signaling molecule",NA
CHOLINE,C00114,PWY-7783,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,plasmalogen degradation,NA
CHOLINE,C00114,PWY-7501,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,phosphatidylserine biosynthesis I,NA
CHOLINE,C00114,PWY-7367,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,phosphatidylcholine resynthesis via glycerophosphocholine,NA
CHOLINE,C00114,PWY-3385,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,choline biosynthesis I,NA
CHOLINE,C00114,PWY-4762,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,superpathway of choline biosynthesis,NA
CHOLINE,C00114,BETSYN-PWY,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,glycine betaine biosynthesis I (Gram-negative bacteria),NA
CHOLINE,C00114,CHOLINE-BETAINE-ANA-PWY,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,choline degradation I,NA
CHOLINE,C00114,P542-PWY,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,choline-<i>O</i>-sulfate degradation,NA
CHOLINE,C00114,PWY-3301,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,sinapate ester biosynthesis,NA
CHOLINE,C00114,PWY-7167,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,choline degradation III,NA
CHOLINE,C00114,PWY-3722,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,glycine betaine biosynthesis II (Gram-positive bacteria),NA
CHOLINE,C00114,PWY-3721,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,choline degradation II,NA
CHOLINE,C00114,PWY-7494,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,choline degradation IV,NA
CHOLINE,C00114,PWY-6826,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,phosphatidylcholine biosynthesis VI,NA
CHOLINE,C00114,PWY1F-353,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,glycine betaine biosynthesis III (plants),NA
CHOLINE,C00114,PWY-7818,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,teichoic acid biosynthesis (<i>S. pneumoniae</i>),NA
CHOLINE,C00114,PWY-7886,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,cell-surface glycoconjugate-linked phosphocholine biosynthesis,NA
CHOLINE,C00114,PWY-7782,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,plasmalogen biosynthesis I (aerobic),NA
CHOLINE,C00114,PWY3O-450,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,phosphatidylcholine biosynthesis I,NA
CHOLINE,C00114,PHOSLIPSYN2-PWY,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,superpathway of phospholipid biosynthesis II (plants),NA
CHOLINE,C00114,PWY4FS-5,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C00114,superpathway of phosphatidylcholine biosynthesis,NA
CPD-543,C00919,P542-PWY,InChIKey=WXCQAWGXWVRCGP-UHFFFAOYSA-N,Choline sulfate,C00919,choline-<i>O</i>-sulfate degradation,NA
TRANS-CINNAMOYL-BETA-D-GLUCOSE,C04164,PWY-5968,InChIKey=CJGRGYBLAHPYOM-HOLMNUNMSA-N,1-O-trans-Cinnamoyl-beta-D-glucopyranose,C04164,cinnamate esters biosynthesis,NA
CONIFERYL-ALDEHYDE,C02666,PWY-6027,InChIKey=DKZBBWMURDFHNE-NSCUHMNNSA-N,4-Hydroxy-3-methoxycinnamaldehyde,C02666,capsiconiate biosynthesis,NA
CONIFERYL-ALDEHYDE,C02666,PWY-6302,InChIKey=DKZBBWMURDFHNE-NSCUHMNNSA-N,4-Hydroxy-3-methoxycinnamaldehyde,C02666,dihydroconiferyl alcohol biosynthesis,NA
CONIFERYL-ALDEHYDE,C02666,PWY-361,InChIKey=DKZBBWMURDFHNE-NSCUHMNNSA-N,4-Hydroxy-3-methoxycinnamaldehyde,C02666,monolignol biosynthesis,NA
CONIFERYL-ALDEHYDE,C02666,PWY-5168,InChIKey=DKZBBWMURDFHNE-NSCUHMNNSA-N,4-Hydroxy-3-methoxycinnamaldehyde,C02666,ferulate and sinapate biosynthesis,NA
CONIFERYL-ALDEHYDE,C02666,PWY-83,InChIKey=DKZBBWMURDFHNE-NSCUHMNNSA-N,4-Hydroxy-3-methoxycinnamaldehyde,C02666,monolignol glucosides biosynthesis,NA
CONIFERYL-ALDEHYDE,C02666,PWY-6027,InChIKey=DKZBBWMURDFHNE-NSCUHMNNSA-N,coniferaldehyde,C02666,capsiconiate biosynthesis,NA
CONIFERYL-ALDEHYDE,C02666,PWY-6302,InChIKey=DKZBBWMURDFHNE-NSCUHMNNSA-N,coniferaldehyde,C02666,dihydroconiferyl alcohol biosynthesis,NA
CONIFERYL-ALDEHYDE,C02666,PWY-361,InChIKey=DKZBBWMURDFHNE-NSCUHMNNSA-N,coniferaldehyde,C02666,monolignol biosynthesis,NA
CONIFERYL-ALDEHYDE,C02666,PWY-5168,InChIKey=DKZBBWMURDFHNE-NSCUHMNNSA-N,coniferaldehyde,C02666,ferulate and sinapate biosynthesis,NA
CONIFERYL-ALDEHYDE,C02666,PWY-83,InChIKey=DKZBBWMURDFHNE-NSCUHMNNSA-N,coniferaldehyde,C02666,monolignol glucosides biosynthesis,NA
