Reaction,Pathways,n_reaction
SUPEROX-DISMUT-RXN,DETOX1-PWY,2
RXN0-882,PWY-7560,9
RXN-15878,PWY-7156,14
RXN-15878,PWY-5121,12
RXN-15878,NONMEVIPP-PWY,9
RXN-15878,PWY-6270,9
RXN-15878,PWY-7392,12
GTPPYPHOSKIN-RXN,PPGPPMET-PWY,6
GDPPYPHOSKIN-RXN,PPGPPMET-PWY,6
GLUTAMATE-FORMIMINOTRANSFERASE-RXN,PWY-5030,6
HISTIDINE--TRNA-LIGASE-RXN,TRNA-CHARGING-PWY,21
ASPARTATE--TRNA-LIGASE-RXN,TRNA-CHARGING-PWY,21
RXN-18693,PWY-7887,2
RXN0-2023,PWY-7892,3
RXN0-2023,PWY8J2-27,3
ALANINE--TRNA-LIGASE-RXN,TRNA-CHARGING-PWY,21
SHIKIMATE-5-DEHYDROGENASE-RXN,ALL-CHORISMATE-PWY,48
SHIKIMATE-5-DEHYDROGENASE-RXN,PWY-6163,5
SHIKIMATE-5-DEHYDROGENASE-RXN,PWY-6629,12
SHIKIMATE-5-DEHYDROGENASE-RXN,PWY-6628,10
SHIKIMATE-5-DEHYDROGENASE-RXN,PWY-6165,9
SHIKIMATE-5-DEHYDROGENASE-RXN,ARO-PWY,7
SHIKIMATE-5-DEHYDROGENASE-RXN,COMPLETE-ARO-PWY,17
SHIKIMATE-5-DEHYDROGENASE-RXN,PWY-6630,10
RXN-10952,PWY-6363,1
RXN-10952,PWY-6358,1
RXN0-5408,PWY-4702,4
RXN-7253,PWY-4702,4
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN,PWY-2301,2
CITSYN-RXN,GLYOXYLATE-BYPASS,4
CITSYN-RXN,PWY-5913,6
CITSYN-RXN,PWY-6549,6
CITSYN-RXN,TCA,7
CITSYN-RXN,PWY-6728,16
CITSYN-RXN,P105-PWY,7
CITSYN-RXN,PWY-561,11
CITSYN-RXN,TCA-GLYOX-BYPASS,9
CITSYN-RXN,PWY-7124,19
CITSYN-RXN,REDCITCYC,7
CITSYN-RXN,FERMENTATION-PWY,13
CITSYN-RXN,GLYCOLYSIS-TCA-GLYOX-BYPASS,21
CITSYN-RXN,PWY-6969,7
CITSYN-RXN,PWY-5690,6
CITSYN-RXN,PWY-7254,7
CITSYN-RXN,PWY66-398,6
CITSYN-RXN,PWY-5464,16
RXN-14353,PWY-7238,7
RXN-12171,PWY-6731,3
RXN-12171,PWY-6737,4
RXN-9025,PWY-5941,5
RXN0-5182,GLYCOCAT-PWY,8
RXN-21092,GLYCOCAT-PWY,8
GLYCOPHOSPHORYL-RXN,PWY-5941,5
GLYCOPHOSPHORYL-RXN,GLYCOCAT-PWY,8
OROPRIBTRANS-RXN,PWY-7211,18
OROPRIBTRANS-RXN,PRPP-PWY,42
OROPRIBTRANS-RXN,PWY-7791,6
OROPRIBTRANS-RXN,PWY-7790,6
OROPRIBTRANS-RXN,PWY-5686,6
OROPRIBTRANS-RXN,PWY0-162,9
RIBOPHOSPHAT-RXN,PWY-6168,9
RIBOPHOSPHAT-RXN,RIBOSYN2-PWY,9
RIBOPHOSPHAT-RXN,PWY-6167,9
RIBOPHOSPHAT-RXN,PWY-7991,4
THI-P-KIN-RXN,THISYN-PWY,9
THI-P-KIN-RXN,PWY-6896,2
THI-P-KIN-RXN,PWY-6893,2
THI-P-KIN-RXN,PWY-6895,8
THI-P-KIN-RXN,PWY-6897,5
THI-P-KIN-RXN,PWY-6894,2
THI-P-KIN-RXN,PWY-8457,3
BIOTIN-CARBOXYL-RXN,PWY-5744,9
BIOTIN-CARBOXYL-RXN,PWY0-1264,3
BIOTIN-CARBOXYL-RXN,PWY-5789,10
BIOTIN-CARBOXYL-RXN,PWY-5743,9
BIOTIN-CARBOXYL-RXN,PWY-7024,14
ACETYL-COA-CARBOXYLTRANSFER-RXN,PWY-5966-1,3
ACETYL-COA-CARBOXYLTRANSFER-RXN,PWY-6113,82
ACETYL-COA-CARBOXYLTRANSFER-RXN,PWY-6679,1
RXN-14567,PWY-7289,2
RXN-14566,PWY-7289,2
RXN-11361,PWY-6823,6
RXN-12473,PWY-6823,6
RXN-24043,PWY-7156,14
RXN-24043,PWY-5121,12
RXN-24043,NONMEVIPP-PWY,9
RXN-24043,PWY-6270,9
RXN-24043,PWY-7392,12
RXN0-884,PWY-7560,9
ISPH2-RXN,PWY-7560,9
RXN-24044,PWY-7156,14
RXN-24044,PWY-5121,12
RXN-24044,NONMEVIPP-PWY,9
RXN-24044,PWY-6270,9
RXN-24044,PWY-7392,12
RXN-25363,PWY-8589,2
RXN-22974,PWY-8354,5
RXN-22974,PWY-8347,4
SUCCCOASYN-RXN,P23-PWY,9
SUCCCOASYN-RXN,PWY-5538,3
SUCCCOASYN-RXN,PWY-6146,46
SUCCCOASYN-RXN,PWY-7384,8
SUCCCOASYN-RXN,TCA,7
SUCCCOASYN-RXN,PWY-6728,16
SUCCCOASYN-RXN,PWY-8560,5
SUCCCOASYN-RXN,TCA-GLYOX-BYPASS,9
SUCCCOASYN-RXN,PWY-5392,8
SUCCCOASYN-RXN,GLYCOLYSIS-TCA-GLYOX-BYPASS,21
SUCCCOASYN-RXN,PWY-6969,7
SUCCCOASYN-RXN,P42-PWY,7
SUCCCOASYN-RXN,PWY-7389,15
SUCCCOASYN-RXN,PWY-5690,6
SUCCCOASYN-RXN,PWY-5537,2
SUCCCOASYN-RXN,PWY66-398,6
SUCCCOASYN-RXN,PWY-5464,16
CARBOXYMETHYLENEBUTENOLIDASE-RXN,PWY-6193,2
CARBOXYMETHYLENEBUTENOLIDASE-RXN,PWY-6087,2
RXN-9890,PWY-6094,4
RXN-9887,PWY-6093,3
RXN-9857,PWY-6084,3
DIENELACHYDRO-RXN,14DICHLORBENZDEG-PWY,3
RXN-9868,PWY-6089,2
DIMETHUROPORDEHYDROG-RXN,PWY-5196,1
DIMETHUROPORDEHYDROG-RXN,PWY-5194,2
DIMETHUROPORDEHYDROG-RXN,PWY-5507,25
DIMETHUROPORDEHYDROG-RXN,PWY-7377,11
SIROHEME-FERROCHELAT-RXN,PWY-5194,2
RXN-17809,PWY-6823,6
ASPCARBTRANS-RXN,PWY-7211,18
ASPCARBTRANS-RXN,PRPP-PWY,42
ASPCARBTRANS-RXN,PWY-7791,6
ASPCARBTRANS-RXN,PWY-7790,6
ASPCARBTRANS-RXN,PWY-5686,6
ASPCARBTRANS-RXN,PWY0-162,9
URACIL-PRIBOSYLTRANS-RXN,PWY-7194,2
URACIL-PRIBOSYLTRANS-RXN,PWY-7208,4
URACIL-PRIBOSYLTRANS-RXN,PWY-7196,10
URACIL-PRIBOSYLTRANS-RXN,PWY-7183,1
GLUCONATE-2-DEHYDROGENASE-RXN,DHGLUCONATE-PYR-CAT-PWY,5
GLUCONATE-2-DEHYDROGENASE-RXN,PWY-7165,4
RXN-11496,PWY-7544,1
RXN-11496,PWY-7545,1
RXN-14014,PWY-724,12
RXN-14014,PWY-2942,6
RXN-14014,PWY0-781,24
RXN-14014,DAPLYSINESYN-PWY,9
RXN-14014,PWY-2941,7
RXN-14014,P4-PWY,17
RXN-14014,PWY-5097,7
1.14.19.3-RXN,PWY-7592,2
1.14.19.3-RXN,PWY-6000,2
RXN-17112,PWY-7726,4
RXN-16132,PWY-7606,4
RXN-13426,PWY-7049,2
NMNAMIDOHYDRO-RXN,PWY-7761,5
GLUTAMATE-DEHYDROGENASE-RXN,GLUTAMATE-DEG1-PWY,1
GLUTAMATE-DEHYDROGENASE-RXN,PWY-8190,4
GLUTAMATE-DEHYDROGENASE-RXN,PWY-5022,5
GLUTAMATE-DEHYDROGENASE-RXN,ALACAT2-PWY,3
GLUTAMATE-DEHYDROGENASE-RXN,PWY-6728,16
GLUTAMATE-DEHYDROGENASE-RXN,PWY-7126,2
GLUTAMATE-DEHYDROGENASE-RXN,P162-PWY,6
CATAL-RXN,PWY-5506,1
CATAL-RXN,DETOX1-PWY-1,3
CATAL-RXN,DETOX1-PWY,2
NICOTINAMID-RXN,P345-PWY,2
NICOTINAMID-RXN,PWY-3502,11
NICOTINAMID-RXN,PYRIDNUCSAL-PWY,6
NICOTINAMID-RXN,PWY3O-4107,4
NICOTINAMID-RXN,PWY-5381,7
NICOTINAMID-RXN,PWY-8511,5
RXN-8961,PWY-5744,9
RXN-8961,PWY-6728,16
RXN-8961,PWY-7024,14
RXN-8961,PWY-5741,11
RXN-8961,PWY-7854,10
MALYL-COA-LYASE-RXN,PWY-6728,16
MALYL-COA-LYASE-RXN,PWY-5743,9
MALYL-COA-LYASE-RXN,PWY-7024,14
MALYL-COA-LYASE-RXN,PWY-5741,11
MALYL-COA-LYASE-RXN,PWY-1622,11
CITRAMALYL-COA-LYASE-RXN,PWY-5749,3
CITRAMALYL-COA-LYASE-RXN,PWY-5744,9
CITRAMALYL-COA-LYASE-RXN,PWY-7024,14
CITRATE--COA-LIGASE-RXN,PWY-5392,8
TREHALOSE6PSYN-RXN,TRESYN-PWY,2
RXN-761,PWY-881,2
RXN-761,PWY-7900,8
RXN-9603,PWY-5983,1
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN,PWY-3181,2
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN,PWY-5290,1
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN,PWY-581,6
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN,PWY-8475,2
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN,PWY-5877,1
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN,PWY-5473,1
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN,PWY-7936,2
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN,PWY-6307,4
RXN-19124,PWY-7936,2
TYROSINE-DECARBOXYLASE-RXN,PWY-5254,4
TYROSINE-DECARBOXYLASE-RXN,PWY-7826,2
TYROSINE-DECARBOXYLASE-RXN,PWY-3581,3
TYROSINE-DECARBOXYLASE-RXN,PWY-5474,1
TYROSINE-DECARBOXYLASE-RXN,PWY-7297,1
TYROSINE-DECARBOXYLASE-RXN,PWY-6802,3
TYROSINE-DECARBOXYLASE-RXN,PWY-6133,1
RXN3DJ-170,PWY-6030,2
RXN66-221,PWY-3581,3
RXN66-221,PWY-5426,2
RXN66-221,PWY-5403,1
RXN66-221,PWY-8110,1
RXN66-221,PWY66-301,2
RXN66-221,PWY-5405,2
PHENYLALANINE-DECARBOXYLASE-RXN,PWY-5751,3
PHENYLALANINE-DECARBOXYLASE-RXN,PWY-6318,6
ACETOACETATE--COA-LIGASE-RXN,PWY-8058,3
PORPHOBILSYNTH-RXN,PWY-5918,9
PORPHOBILSYNTH-RXN,PWY-5188,6
PORPHOBILSYNTH-RXN,PWY-5189,4
PORPHOBILSYNTH-RXN,PWY-5529,15
PORPHOBILSYNTH-RXN,PWY-5920,7
PORPHOBILSYNTH-RXN,P381-PWY,26
PORPHOBILSYNTH-RXN,PWY-5507,25
GSAAMINOTRANS-RXN,PWY-5918,9
GSAAMINOTRANS-RXN,PWY-5188,6
GSAAMINOTRANS-RXN,P381-PWY,26
GSAAMINOTRANS-RXN,PWY-5507,25
RXN-9220,PWY-5850,10
RXN-9220,PWY-5849,1
RXN-19667,PWY-7996,1
RXN-9362,PWY-5891,2
RXN-9362,PWY-5897,9
RXN-9205,PWY-5844,1
RXN-9205,PWY-5845,10
RXN-9191,PWY-5839,2
RXN-9191,PWY-5840,10
ADOMET-DMK-METHYLTRANSFER-RXN,ALL-CHORISMATE-PWY,48
ADOMET-DMK-METHYLTRANSFER-RXN,MENAQUINONESYN-PWY,1
ADOMET-DMK-METHYLTRANSFER-RXN,PWY-7992,6
ADOMET-DMK-METHYLTRANSFER-RXN,PWY-6263,7
ADOMET-DMK-METHYLTRANSFER-RXN,PWY-5838,10
RXN-11046,PWY-8537,1
RXN-11046,PWY-8538,9
RXN-9366,PWY-5899,9
RXN-9366,PWY-5895,2
RXN-9363,PWY-5892,2
RXN-9363,PWY-5898,9
RXN-9361,PWY-5896,9
RXN-9361,PWY-5890,2
RXN-9227,PWY-5855,5
RXN-9227,PWY-5873,4
RXN-25156,PWY-8570,2
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN,ALL-CHORISMATE-PWY,48
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN,UBISYN-PWY,9
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN,PWY-5870,5
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN,PWY-6708,5
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN,PWY-8533,5
RXN-11754,PWY-8534,4
RXN-11754,PWY-8535,5
RXN3O-54,PWY3O-19,4
RXN3O-54,PWY-7235,5
RXN3O-54,PWY-7230,4
RXN-9235,PWY-5857,5
RXN-9235,PWY-8571,5
RXN-9235,PWY-5872,3
RXN-9242,PWY-5871,4
RXN-9242,PWY-5856,5
RXN-8992,ALL-CHORISMATE-PWY,48
RXN-8992,UBISYN-PWY,9
RXN-8992,PWY-5861,9
RXN-8992,PWY-7992,6
RXN-8992,POLYISOPRENSYN-PWY,5
RXN-8992,PWY-5783,1
RXN-8992,PWY-6263,7
RXN-8992,PWY-5838,10
RXN0-5224,PWY-5744,9
RXN0-5224,PWY-6142,15
RXN0-5224,PWY-6146,46
RXN0-5224,PWY-5789,10
RXN0-5224,PWYQT-4429,2
RXN0-5224,PWY-7115,8
RXN0-5224,PWY-5743,9
RXN0-5224,PWY-7024,14
RXN0-5224,PWY-7117,9
RXN0-5224,PWY-241,4
RXN0-5224,CYANCAT-PWY,1
RXN-14570,PWY0-1587,2
RXN-17517,PWY-7766,3
PROTOPORGENOXI-RXN,PWY-5918,9
PROTOPORGENOXI-RXN,HEME-BIOSYNTHESIS-II,3
PROTOPORGENOXI-RXN,PWY-5920,7
PROTOPORGENOXI-RXN,CHLOROPHYLL-SYN,6
PROTOPORGENOXI-RXN,PWY-7159,6
BETA-UREIDOPROPIONASE-RXN,PWY-7209,4
BETA-UREIDOPROPIONASE-RXN,PWY-3982,2
RXN-11210,PWY-6430,2
ALLANTOATE-DEIMINASE-RXN,PWY-5692,4
ALLANTOATE-DEIMINASE-RXN,PWY-5705,4
ALLANTOATE-DEIMINASE-RXN,PWY0-41,4
ALLANTOATE-DEIMINASE-RXN,URDEGR-PWY,6
ALLANTOATE-DEIMINASE-RXN,PWY-5698,3
RXN-20556,PWY-8051,11
GLYCPDIESTER-RXN,PWY0-381,3
GLYCPDIESTER-RXN,PWY-6952,2
RXN-14160,PWY-7409,3
AGMATIN-RXN,PWY-6305,4
AGMATIN-RXN,ARGDEG-PWY,9
AGMATIN-RXN,POLYAMSYN-PWY,7
AGMATIN-RXN,PWY-40,2
AGMATIN-RXN,PWY0-823,2
AGMATIN-RXN,ORNARGDEG-PWY,10
AGMATIN-RXN,ARG+POLYAMINE-SYN,16
RXN-15943,PWY0-1569,3
XYLULOKIN-RXN,XYLCAT-PWY,2
XYLULOKIN-RXN,PWY-5257,30
XYLULOKIN-RXN,PWY-6901,17
XYLULOKIN-RXN,LARABITOLUTIL-PWY,2
XYLULOKIN-RXN,DARABITOLUTIL-PWY,2
RXN0-5461,PWY0-1569,3
KETOGLUTREDUCT-RXN,PWY-8190,4
KETOGLUTREDUCT-RXN,P162-PWY,6
PGLYCDEHYDROG-RXN,SERSYN-PWY,3
PGLYCDEHYDROG-RXN,SULFATE-CYS-PWY,9
PGLYCDEHYDROG-RXN,PWY-8010,2
PGLYCDEHYDROG-RXN,SER-GLYSYN-PWY,4
RXN-12902,PWY-6965,3
RXN-12902,PWY-6962,5
LCARNCOALIG-RXN,CARNMET-PWY,4
RXN-9914,PWY-6107,3
RXN-9912,PWY-6107,3
RXN-10078,PWY-6184,2
RXN-10079,PWY-6184,2
SALICYLATE-1-MONOOXYGENASE-RXN,PWY-6182,7
SALICYLATE-1-MONOOXYGENASE-RXN,PWY-6954,33
SALICYLATE-1-MONOOXYGENASE-RXN,PWY-6956,10
SALICYLATE-1-MONOOXYGENASE-RXN,PWY-6183,1
RXN-14025,PWY-7821,2
RXN-14025,PWY-7185,5
RXN-7607,PWY-5044,9
RXN-7607,P165-PWY,15
RXN-7607,PWY-6596,6
AMP-DEPHOSPHORYLATION-RXN,PWY-6353,11
AMP-DEPHOSPHORYLATION-RXN,SALVADEHYPOX-PWY,5
XMPXAN-RXN,PWY-5044,9
XMPXAN-RXN,PWY-5695,4
XMPXAN-RXN,URSIN-PWY,7
XMPXAN-RXN,PWY-6353,11
XMPXAN-RXN,P165-PWY,15
XMPXAN-RXN,PWY-6596,6
RXN-5841,NAD-BIOSYNTHESIS-II,3
RXN-5841,PWY-5381,7
RXN-7609,PWY-6606,4
RXN-7609,PWY-5044,9
RXN-7609,PWY-6608,4
RXN-7609,PWY-6607,3
RXN-7609,PWY-6353,11
RXN-7609,P165-PWY,15
RXN-7609,PWY-6595,5
RXN-14026,PWY-7185,5
MALSYN-RXN,PWY-7294,5
MALSYN-RXN,PWY-7295,5
MALSYN-RXN,PWY-5257,30
MALSYN-RXN,GLYOXYLATE-BYPASS,4
MALSYN-RXN,GLYOXDEG-PWY,1
MALSYN-RXN,GLYCOL-GLYOXDEG-PWY,6
MALSYN-RXN,PWY-561,11
MALSYN-RXN,TCA-GLYOX-BYPASS,9
MALSYN-RXN,GLYCOLYSIS-TCA-GLYOX-BYPASS,21
MALSYN-RXN,PWY-7118,4
MALSYN-RXN,PWY-7854,10
HOMOSERKIN-RXN,PWY-724,12
HOMOSERKIN-RXN,PWY0-781,24
HOMOSERKIN-RXN,P4-PWY,17
HOMOSERKIN-RXN,PWY-3001,11
HOMOSERKIN-RXN,PWY-702,3
HOMOSERKIN-RXN,HOMOSER-THRESYN-PWY,2
HOMOSERKIN-RXN,THRESYN-PWY,6
ORNCARBAMTRANSFER-RXN,PWY-4984,4
ORNCARBAMTRANSFER-RXN,PWY2PN3-13,4
ORNCARBAMTRANSFER-RXN,ARGDEGRAD-PWY,2
ORNCARBAMTRANSFER-RXN,PWY-5004,9
ORNCARBAMTRANSFER-RXN,CITRULBIO-PWY,7
ORNCARBAMTRANSFER-RXN,PWY-6344,5
ORNCARBAMTRANSFER-RXN,ARGSYN-PWY,9
ORNCARBAMTRANSFER-RXN,PWY-7400,4
ORNCARBAMTRANSFER-RXN,CITRULLINE-DEG-PWY,1
ORNCARBAMTRANSFER-RXN,ARGSYNBSUB-PWY,10
ORNCARBAMTRANSFER-RXN,PWY-8187,4
ORNCARBAMTRANSFER-RXN,ARG+POLYAMINE-SYN,16
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN,PWY-4661,3
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN,PWY-2301,2
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN,PWY-6580,2
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN,PWY-6372,3
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN,PWY1G-0,5
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN,PWY-6664,3
PHOSPHAGLYPSYN-RXN,PWY0-1545,3
PHOSPHAGLYPSYN-RXN,PWY-7817,7
PHOSPHAGLYPSYN-RXN,PHOSLIPSYN2-PWY,18
PHOSPHAGLYPSYN-RXN,PWY-5269,3
PHOSPHAGLYPSYN-RXN,PWY-5668,3
PHOSPHAGLYPSYN-RXN,PWY-8401,11
PHOSPHAGLYPSYN-RXN,PHOSLIPSYN-PWY,12
PHOSPHAGLYPSYN-RXN,PWY4FS-8,6
PHOSPHAGLYPSYN-RXN,PWY4FS-7,6
RXN-23019,PWY-8356,3
RXN-12134,PWY-6710,4
RXN-12134,PWY-8395,3
RXN-23497,PWY-8399,10
RXN-23424,PWY-8397,16
RXN-23422,PWY-8397,16
RXN-23495,PWY-8399,10
RXN-17589,PWY-7778,7
RXN-23500,PWY-8400,6
RXN-23020,PWY-8356,3
RXN-23020,PWY-8400,6
RXN-22220,PWY-8395,3
RXN-12140,PWY-6710,4
RXN-12142,PWY-6710,4
RXN-23425,PWY-8397,16
RXN-23426,PWY-8397,16
RXN-12141,PWY-6710,4
2-NITROPROPANE-DIOXYGENASE-RXN,PWY-723,1
RXN0-6510,PWY0-321,9
RXN0-6510,PWY-6071,11
ASNSYNB-RXN,ASPARAGINE-BIOSYNTHESIS,1
ASNSYNB-RXN,PWY0-1325,1
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN,P562-PWY,6
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN,PWY-7237,9
DTDPDEHYRHAMREDUCT-RXN,OANTIGEN-PWY,10
DTDPDEHYRHAMREDUCT-RXN,PWY-7317,9
DTDPDEHYRHAMREDUCT-RXN,DTDPRHAMSYN-PWY,4
DTDPDEHYRHAMREDUCT-RXN,PWY-6404,24
RXN-14149,P562-PWY,6
RXN-14149,PWY-7237,9
2PGADEHYDRAT-RXN,PWY-5723,10
2PGADEHYDRAT-RXN,ANAGLYCOLYSIS-PWY,11
2PGADEHYDRAT-RXN,PWY-7003,12
2PGADEHYDRAT-RXN,PWY-6142,15
2PGADEHYDRAT-RXN,GLYCOLYSIS,12
2PGADEHYDRAT-RXN,PWY-8004,9
2PGADEHYDRAT-RXN,PWY-1042,7
2PGADEHYDRAT-RXN,ANAEROFRUCAT-PWY,12
2PGADEHYDRAT-RXN,NPGLUCAT-PWY,8
2PGADEHYDRAT-RXN,PWY-5484,11
2PGADEHYDRAT-RXN,HEXITOLDEGSUPER-PWY,16
2PGADEHYDRAT-RXN,P461-PWY,19
2PGADEHYDRAT-RXN,PWY-7218,19
2PGADEHYDRAT-RXN,PWY-6146,46
2PGADEHYDRAT-RXN,PWY-7345,18
2PGADEHYDRAT-RXN,P341-PWY,9
2PGADEHYDRAT-RXN,PWY-8404,10
2PGADEHYDRAT-RXN,PWY-6901,17
2PGADEHYDRAT-RXN,P124-PWY,15
2PGADEHYDRAT-RXN,PWY-7124,19
2PGADEHYDRAT-RXN,P122-PWY,17
2PGADEHYDRAT-RXN,PWY-6886,19
2PGADEHYDRAT-RXN,PWY-2221,9
2PGADEHYDRAT-RXN,GLYCOLYSIS-TCA-GLYOX-BYPASS,21
2PGADEHYDRAT-RXN,GLUCONEO-PWY,13
2PGADEHYDRAT-RXN,PWY66-399,11
2PGADEHYDRAT-RXN,GLYCOLYSIS-E-D,16
2PGADEHYDRAT-RXN,PWY-5464,16
2PGADEHYDRAT-RXN,P441-PWY,21
2PGADEHYDRAT-RXN,PWY-1622,11
XYLISOM-RXN,XYLCAT-PWY,2
XYLISOM-RXN,PWY-5257,30
XYLISOM-RXN,PWY-6901,17
D-RIBULOKIN-RXN,PWY-5257,30
D-RIBULOKIN-RXN,PWY-8334,3
D-RIBULOKIN-RXN,RIBITOLUTIL-PWY,2
D-RIBULOKIN-RXN,DARABCAT-PWY,2
RXN0-5116,PWY-5257,30
RXN0-5116,ARABCAT-PWY,3
ARABISOM-RXN,PWY-5257,30
ARABISOM-RXN,ARABCAT-PWY,3
RIBULPEPIM-RXN,PWY-5257,30
RIBULPEPIM-RXN,ARABCAT-PWY,3
RIBULPEPIM-RXN,LYXMET-PWY,3
RIBULPEPIM-RXN,PWY-6961,4
RIBULPEPIM-RXN,PWY0-301,2
GLUC1PURIDYLTRANS-RXN,PWY-3801,4
GLUC1PURIDYLTRANS-RXN,PWY-7817,7
GLUC1PURIDYLTRANS-RXN,PWY-7328,6
GLUC1PURIDYLTRANS-RXN,PWY-7345,18
GLUC1PURIDYLTRANS-RXN,PWY-7238,7
GLUC1PURIDYLTRANS-RXN,COLANSYN-PWY,9
GLUC1PURIDYLTRANS-RXN,SUCSYN-PWY,8
GLUC1PURIDYLTRANS-RXN,PWY-7343,2
GLUC1PURIDYLTRANS-RXN,PWY-6527,6
RIB5PISOM-RXN,PWY-5723,10
RIB5PISOM-RXN,PWY-8178,6
RIB5PISOM-RXN,PWY-1861,9
RIB5PISOM-RXN,PENTOSE-P-PWY,8
RIB5PISOM-RXN,PWY-7218,19
RIB5PISOM-RXN,P185-PWY,11
RIB5PISOM-RXN,PWY-6901,17
RIB5PISOM-RXN,P124-PWY,15
RIB5PISOM-RXN,PWY-7124,19
RIB5PISOM-RXN,PWY-6886,19
RIB5PISOM-RXN,CALVIN-PWY,12
RIB5PISOM-RXN,NONOXIPENT-PWY,5
RIB5PISOM-RXN,PHOTOALL-PWY,13
RXN-3341,RUMP-PWY,6
RXN-9952,PENTOSE-P-PWY,8
RXN-9952,PWY-6901,17
RXN-9952,OXIDATIVEPENT-PWY,3
1.5.1.20-RXN,PWY-2201,9
THREONINE-ALDOLASE-RXN,THREOCAT-PWY,14
THREONINE-ALDOLASE-RXN,GLYSYN-THR-PWY,1
THREONINE-ALDOLASE-RXN,PWY-5436,2
RXN-25010,PWY-8561,2
RXN-12588,PWY0-1021,1
RXN-12588,PWY-8452,1
RXN-12588,PWY0-1061,3
RXN-25085,PWY-8566,1
RXN8J2-191,PWY8J2-27,3
RXN-21560,PWY-8165,1
RXN-15881,PWY-7250,2
RXN-21566,PWY-8164,1
RXN-22698,PWY-6823,6
RXN-9787,THISYN-PWY,9
RXN-9787,PWY-8618,2
RXN-9787,PWY-6892,5
RXN-22700,PWY-7892,3
RXN-14385,PWY-7250,2
RXN0-6483,PWY0-1479,10
RXN0-6484,PWY0-1479,10
RXN-18448,PWY-5134,3
RXN-18448,PWY-5108,2
RXN-18448,PWY-7857,1
RXN-18447,PWY-5134,3
RXN-18447,PWY-5133,1
RXN-18446,PWY-5132,1
RXN-18446,PWY-5134,3
ACETATE--COA-LIGASE-RXN,PWY-8328,1
ACETATE--COA-LIGASE-RXN,PWY66-162,3
ACETATE--COA-LIGASE-RXN,PWY-8303,7
ACETATE--COA-LIGASE-RXN,ACETATEUTIL-PWY,3
ACETATE--COA-LIGASE-RXN,PWY0-1313,1
ACETATE--COA-LIGASE-RXN,PWY-6672,3
ACETATE--COA-LIGASE-RXN,PWY-7118,4
ACETATE--COA-LIGASE-RXN,PWY66-161,2
ACETATE--COA-LIGASE-RXN,PWY66-21,3
CHOLINE-SULFATASE-RXN,P542-PWY,3
PEPDEPHOS-RXN,PWY-5723,10
PEPDEPHOS-RXN,ANAGLYCOLYSIS-PWY,11
PEPDEPHOS-RXN,PWY-7003,12
PEPDEPHOS-RXN,GLYCOLYSIS,12
PEPDEPHOS-RXN,PWY-8004,9
PEPDEPHOS-RXN,PWY-1042,7
PEPDEPHOS-RXN,ANAEROFRUCAT-PWY,12
PEPDEPHOS-RXN,NPGLUCAT-PWY,8
PEPDEPHOS-RXN,PWY-5484,11
PEPDEPHOS-RXN,HEXITOLDEGSUPER-PWY,16
PEPDEPHOS-RXN,P461-PWY,19
PEPDEPHOS-RXN,PWY-7218,19
PEPDEPHOS-RXN,PWY-7345,18
PEPDEPHOS-RXN,P341-PWY,9
PEPDEPHOS-RXN,PWY-8404,10
PEPDEPHOS-RXN,PWY-6901,17
PEPDEPHOS-RXN,P124-PWY,15
PEPDEPHOS-RXN,P122-PWY,17
PEPDEPHOS-RXN,PWY-6886,19
PEPDEPHOS-RXN,FERMENTATION-PWY,13
PEPDEPHOS-RXN,PWY-2221,9
PEPDEPHOS-RXN,GLYCOLYSIS-TCA-GLYOX-BYPASS,21
PEPDEPHOS-RXN,PWY-7389,15
PEPDEPHOS-RXN,GLYCOLYSIS-E-D,16
PEPDEPHOS-RXN,PWY-7383,7
PEPDEPHOS-RXN,PWY-5464,16
PEPDEPHOS-RXN,P441-PWY,21
DCTP-DEAM-RXN,PWY-7187,7
DCTP-DEAM-RXN,PWY0-166,14
HYPOXANPRIBOSYLTRAN-RXN,PWY-6609,4
