module_id,name,definition,orthology,class,pathway,reaction,compound
M00883,"Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2","(K23735,K23734) K03644 (K10105,K16869)","LIPT2,lipM; lipoyl(octanoyl) transferase [EC:2.3.1.181] [RN:R12428];LIAS,lipA; lipoyl synthase [EC:2.8.1.8] [RN:R12424];LIPT1,lipL; octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204] [RN:R12432]",Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,Lipoic acid metabolism;Biosynthesis of cofactors;Metabolic pathways,C05752 -> C22159;C22159 -> C02972;C02972 -> C15973,Octanoyl-[acp];[Glycine cleavage system H]-N6-octanoyl-L-lysine;[Glycine cleavage system H]-N6-[(R)-dihydrolipoyl]-L-lysine;[Lipoyl-carrier protein E2]-N6-[(R)-dihydrolipoyl]-L-lysine
M00884,"Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2",K23750 K03644,LIP3; octanoyl-CoA:protein transferase [EC:2.3.1.-] [RN:R12431];LIP5; lipoyl synthase [EC:2.8.1.8] [RN:R12423],Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,Lipoic acid metabolism;Biosynthesis of cofactors;Metabolic pathways,C01944 -> C22160;C22160 -> C15973,Octanoyl-CoA;[Lipoyl-carrier protein E2]-N6-octanoyl-L-lysine;[Lipoyl-carrier protein E2]-N6-[(R)-dihydrolipoyl]-L-lysine
M00889,"Puromycin biosynthesis, ATP => puromycin",K12628 K12629 K12630 K12631 K12632 K12633 K12634 K12635 K12636,pur10; puromycin biosynthesis protein Pur10 [EC:1.-.-.-] [RN:R05668];pur7; puromycin biosynthesis protein Pur7 [EC:3.-.-.-] [RN:R05669];pur4; puromycin biosynthesis protein Pur4 [EC:2.-.-.-] [RN:R05670];pur6; puromycin biosynthesis protein Pur6 [RN:R05671];pac; puromycin N-acetyltransferase [EC:2.3.-.-] [RN:R05672];pur5; N-methyl-transferase [EC:2.1.1.-] [RN:R05673 R05674];pur3; puromycin biosynthesis protein Pur3 [RN:R05675];dmpM; O-demethylpuromycin O-methyltransferase [EC:2.1.1.38] [RN:R05676];napH; N-acetylpuromycin N-acetylhydrolase [RN:R05677],Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics,Biosynthesis of various antibiotics;Metabolic pathways;Biosynthesis of secondary metabolites,C00002 -> C07024;C07024 -> C07025;C07025 -> C07026;C07026 + C00082 -> C07027;C07027 -> C07028;C07028 -> C07029;C07029 -> C07030;C07030 -> C07031;C07031 -> C07032;C07032 -> C01610,"ATP;3'-Keto-3'-deoxy-ATP;3'-Keto-3'-deoxy-AMP;3'-Amino-3'-deoxy-AMP;L-Tyrosine;N6,N6,O-Tridemethylpuromycin-5'-phosphate;N-Acetyl-N6,N6,O-tridemethylpuromycin-5'-phosphate;N-Acetyl-N6,O-didemethylpuromycin-5'-phosphate;N-Acetyl-O-demethylpuromycin-5'-phosphate;N-Acetyl-O-demethylpuromycin;N-Acetylpuromycin;Puromycin"
M00890,"Roseoflavin biosynthesis, FMN => roseoflavin",K22598 -- K22269,"rosB; 8-demethyl-8-aminoriboflavin-5'-phosphate synthase [EC:2.6.1.114] [RN:R11961 R11962 R11963];rosA; 8-amino-8-demethylriboflavin N,N-dimethyltransferase [EC:2.1.1.343] [RN:R11779 R11780]",Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics,Biosynthesis of various antibiotics;Metabolic pathways;Biosynthesis of secondary metabolites,C00061 -> C21803;C21803 -> C21804;C21804 -> C21805;C21805 -> C21646;C21646 -> C21648;C21648 -> C21647,FMN;8-Demethyl-8-formylriboflavin 5'-phosphate;8-Carboxy-8-demethylriboflavin 5'-phosphate;8-Amino-8-demethylriboflavin 5'-phosphate;8-Amino-8-demethylriboflavin;8-Demethyl-8-(methylamino)riboflavin;Roseoflavin
M00891,"Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline",K23646 K23647 K21477,DTPA; ditryptophenaline biosynthesis nonribosomal peptide synthase [EC:6.3.2.-] [RN:R12413];DTPB; ditryptophenaline biosynthesis N-methyltransferase [EC:2.1.1.-] [RN:R12414];DTPC; ditryptophenaline biosynthesis cytochrome P450 monooxygenase [EC:1.-.-.-] [RN:R12415],Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other fungal compounds,Biosynthesis of various other secondary metabolites;Metabolic pathways;Biosynthesis of secondary metabolites,C00078 + C00079 -> C22142;C22142 -> C22143;C22143 -> C22144,L-Tryptophan;L-Phenylalanine;Cyclo(L-Trp-L-Phe);N-Methyl-cyclo(L-Trp-L-Phe);(-)-Ditryptophenaline
M00892,"UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc","(K00844,K12407,K00845) K01810 K00820 K00621 K01836 K00972",HK; hexokinase [EC:2.7.1.1] [RN:R01786];GCK; glucokinase [EC:2.7.1.2] [RN:R01786];GPI; glucose-6-phosphate isomerase [EC:5.3.1.9] [RN:R13199];GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16] [RN:R00768];GNPNAT1; glucosamine-phosphate N-acetyltransferase [EC:2.3.1.4] [RN:R02058];PGM3; phosphoacetylglucosamine mutase [EC:5.4.2.3] [RN:R08193];UAP1; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23] [RN:R00416],Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism;Biosynthesis of nucleotide sugars;Metabolic pathways,C00267 -> C00668;C00668 -> C00085;C00085 -> C00352;C00352 -> C00357;C00357 -> C04501;C04501 -> C00043,alpha-D-Glucose;alpha-D-Glucose 6-phosphate;D-Fructose 6-phosphate;D-Glucosamine 6-phosphate;N-Acetyl-D-glucosamine 6-phosphate;N-Acetyl-alpha-D-glucosamine 1-phosphate;UDP-N-acetyl-alpha-D-glucosamine
M00893,"Lovastatin biosynthesis, malonyl-CoA => lovastatin acid",K20981 K20982 K20985 K20980;K20984;K20983,LOVB; lovastatin nonaketide synthase [EC:2.3.1.161] [RN:R07251];LOVC; lovastatin enoyl reductase [EC:2.3.1.161] [RN:R07251];LOVG; dihydromonacolin L-[lovastatin nonaketide synthase] thioesterase [EC:3.1.2.31] [RN:R11187];LOVA; dihydromonacolin L/monacolin L hydroxylase [EC:1.14.14.124 1.14.14.125] [RN:R10791 R10792 R10794];LOVF; 2-methylbutanoate polyketide synthase [EC:2.3.1.244] [RN:R11445];LOVD; monacolin J acid methylbutanoate transferase [EC:2.3.1.238] [RN:R11126],Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other fungal compounds,Biosynthesis of various other secondary metabolites;Metabolic pathways;Biosynthesis of secondary metabolites,C00083 -> C21108;C21108 -> C10851;C10851 -> C20852;C20852 -> C20853;C20853 -> C20854;C00083 -> C21129;C20854 + C21129 -> C21130,"Malonyl-CoA;Dihydromonacolin L-[acyl-carrier protein];Calystegin B2;3alpha-Hydroxy-3,5-dihydromonacolin L acid;Monacolin L acid;Monacolin J acid;(S)-2-Methylbutanoyl-[acp];Lovastatin acid"
M00894,"Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol",K20503 K20508 K27602 K20502 K20501,"OLS; 3,5,7-trioxododecanoyl-CoA synthase [EC:2.3.1.206] [RN:R10171];OAC; olivetolic acid cyclase [EC:4.4.1.26] [RN:R10278];PT4; geranyl-pyrophosphate---olivetolic acid geranyltransferase [EC:2.5.1.102] [RN:R10176];CBDAS; cannabidiolic acid synthase [EC:1.21.3.8] [RN:R10160];THCAS; tetrahydrocannabinolic acid synthase [EC:1.21.3.7] [RN:R12101]",Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds,Biosynthesis of various plant secondary metabolites;Metabolic pathways;Biosynthesis of secondary metabolites,C00083 -> C20413;C20413 -> C20417;C20417 -> C20406;C20406 -> C10784;C10784 -> C07578;C20406 -> C21903;C21903 -> C06972,"Malonyl-CoA;3,5,7-Trioxododecanoyl-CoA;2,4-Dihydroxy-6-pentylbenzoate;Cannabigerolate;Cannabidiolic acid;Cannabidiol;Delta9-Tetrahydrocannabinolate;Dronabinol"
M00895,"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP",K03148+K03154 K03151;K03153 K03149 K10810;K03147 K00941 K00788 K00946,thiF; sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73] [RN:R07459];thiS; sulfur carrier protein;thiI; tRNA uracil 4-sulfurtransferase [EC:2.8.1.4] [RN:R07461];thiO; glycine oxidase [EC:1.4.3.19] [RN:R07463];thiG; thiazole synthase [EC:2.8.1.10] [RN:R10247];tenI; thiazole tautomerase (transcriptional regulator TenI) [EC:5.3.99.10] [RN:R09977];thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17] [RN:R03472];thiD; phosphomethylpyrimidine kinase [EC:2.7.4.7] [RN:R04509];thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3] [RN:R10712];thiL; thiamine-monophosphate kinase [EC:2.7.4.16] [RN:R00617],Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,Thiamine metabolism;Biosynthesis of cofactors;Metabolic pathways,C15810 -> C15813;C15813 -> C15814;C00037 -> C15809;C11437 + C15809 + C15814 -> C20246;C20246 -> C20247;C03373 -> C04556;C04556 -> C04752;C04752 + C20247 -> C01081;C01081 -> C00068,"Sulfur-carrier protein;Adenylyl-[sulfur-carrier protein];Thiocarboxy-[sulfur-carrier protein];Glycine;Iminoglycine;1-Deoxy-D-xylulose 5-phosphate;2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate;2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate;Aminoimidazole ribotide;4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine;4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate;Thiamin monophosphate;Thiamin diphosphate"
M00896,"Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP","K22699;K03147 (K00941 (K00788,K21220),K21219) K00946","thi4; sulfide-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.59] [RN:R12026];thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17] [RN:R03472];thiD; phosphomethylpyrimidine kinase [EC:2.7.4.7] [RN:R04509];thiE,thiN; thiamine-phosphate diphosphorylase [EC:2.5.1.3] [RN:R10712];thiDN; phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.4.7 2.5.1.3] [RN:R04509 R10712];thiL; thiamine-monophosphate kinase [EC:2.7.4.16] [RN:R00617]",Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,Thiamine metabolism;Biosynthesis of cofactors;Metabolic pathways,C00037 + C00003 -> C20784;C20784 -> C20247;C03373 -> C04556;C04556 -> C04752;C04752 + C20247 -> C01081;C01081 -> C00068,Glycine;NAD+;ADP-5-ethyl-4-methylthiazole-2-carboxylate;2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate;Aminoimidazole ribotide;4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine;4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate;Thiamin monophosphate;Thiamin diphosphate
M00897,"Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP",K03146;K03147 K14153 K22911 K00949,THI1; cysteine-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.60] [RN:R10685];THIC; phosphomethylpyrimidine synthase [EC:4.1.99.17] [RN:R03472];TH1; phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.4.7 2.5.1.3] [RN:R04509 R10712];TH2; thiamine phosphate phosphatase [EC:3.1.3.100] [RN:R02135];TPK1; thiamine pyrophosphokinase [EC:2.7.6.2] [RN:R00619],Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,Thiamine metabolism;Biosynthesis of cofactors;Metabolic pathways,C00037 + C00003 -> C20784;C20784 -> C20247;C03373 -> C04556;C04556 -> C04752;C04752 + C20247 -> C01081;C01081 -> C00378;C00378 -> C00068,Glycine;NAD+;ADP-5-ethyl-4-methylthiazole-2-carboxylate;2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate;Aminoimidazole ribotide;4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine;4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate;Thiamin monophosphate;Thiamine;Thiamin diphosphate
M00898,"Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP",K03146;K18278 K00877 K14154 -- K00949,THI4; cysteine-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.60] [RN:R10685];THI5; pyrimidine precursor biosynthesis enzyme [RN:R10686];THI20; phosphomethylpyrimidine kinase [EC:2.7.4.7] [RN:R04509];THI6; thiamine-phosphate diphosphorylase [EC:2.5.1.3] [RN:R10712];THI80; thiamine pyrophosphokinase [EC:2.7.6.2] [RN:R00619],Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,Thiamine metabolism;Biosynthesis of cofactors;Metabolic pathways,C00037 + C00003 -> C20784;C20784 -> C20247;C00018 -> C04556;C04556 -> C04752;C04752 + C20247 -> C01081;C01081 -> C00378;C00378 -> C00068,Glycine;NAD+;ADP-5-ethyl-4-methylthiazole-2-carboxylate;2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate;Pyridoxal phosphate;4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine;4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate;Thiamin monophosphate;Thiamine;Thiamin diphosphate
M00899,"Thiamine salvage pathway, HMP/HET => TMP","K00878;((K00941 K00788),K14153,K21219)","thiM; hydroxyethylthiazole kinase [EC:2.7.1.50] [RN:R04448];thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7] [RN:R03471 R04509];thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3] [RN:R03223];thiDE,thiDN hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3] [RN:R03471 R04509 R03223]",Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,Thiamine metabolism;Metabolic pathways,C04294 -> C04327;C01279 -> C04556;C04556 -> C04752;C04752 + C04327 -> C01081,5-(2-Hydroxyethyl)-4-methylthiazole;4-Methyl-5-(2-phosphooxyethyl)thiazole;4-Amino-5-hydroxymethyl-2-methylpyrimidine;4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine;4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate;Thiamin monophosphate
M00900,"Crocin biosynthesis, crocetin => crocin",K21371 K21354,"crocetin glucosyltransferase [EC:2.4.1.271] [RN:R09757 R09758 R09759];beta-D-glucosyl crocetin beta-1,6-glucosyltransferase [EC:2.4.1.330] [RN:R10988 R10989 R10990]",Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds,Biosynthesis of various plant secondary metabolites;Metabolic pathways;Biosynthesis of secondary metabolites,C08588 -> C19867;C19867 -> C19869;C19869 -> C17513;C19867 -> C19868;C19868 -> C17513;C17513 -> C08589,Crocetin;beta-D-Glucosyl crocetin;beta-D-Gentiobiosyl crocetin;trans-Crocetin (beta-D-glucosyl) (beta-D-gentibiosyl) ester;Bis(beta-D-glucosyl) crocetin;Crocin
M00901,"Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline",K23665 K23666 K23667 K23668,FMQA; fumiquinazoline F synthetase [EC:6.3.2.-] [RN:R12417];FMQB; fumiquinazoline F monooxygenase [EC:1.14.14.-] [RN:R12418];FMQC; fumiquinazoline A synthase [EC:6.3.2.-] [RN:R12419];FMQD; fumiquinazoline A oxidase [EC:1.5.3.-] [RN:R12420],Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other fungal compounds,Biosynthesis of various other secondary metabolites;Metabolic pathways;Biosynthesis of secondary metabolites,C00078 + C00108 + C00041 -> C22145;C22145 -> C22146;C22146 -> C22147;C22147 -> C22148;C22148 -> C22149,"L-Tryptophan;Anthranilate;L-Alanine;Fumiquinazoline F;Fumiquinazoline F-indoline-2',3'-diol;Fumiquinazoline A;Fumiquinazoline C;Fumiquinazoline D"
M00902,"Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin",K21568 K19650 K21207 K21203 K21205 K21204 K21202,pinoresinol/lariciresinol reductase [EC:1.23.1.1 1.23.1.2 1.23.1.3 1.23.1.4] [RN:R10225 R10226];secoisolariciresinol dehydrogenase [EC:1.1.1.331] [RN:R10129];(-)-pluviatolide synthase [EC:1.14.19.72] [RN:R11222];(-)-pluviatolide 4-O-methyltransferase [EC:2.1.1.323] [RN:R11230];bursehernin 5'-monooxygenase [EC:1.14.14.131] [RN:R11211];5'-demethylyatein 5'-O-methyltransferase [EC:2.1.1.330] [RN:R11545];(-)-deoxypodophyllotoxin synthase [EC:1.14.20.8] [RN:R11210],Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds,Biosynthesis of various plant secondary metabolites;Metabolic pathways;Biosynthesis of secondary metabolites,C00590 -> C05366;C05366 -> C10646;C10646 -> C18167;C18167 -> C10682;C10682 -> C21191;C21191 -> C21183;C21183 -> C21184;C21184 -> C10577;C10577 -> C10556;C10556 -> C10874,Coniferyl alcohol;(+)-Pinoresinol;Lariciresinol;Secoisolariciresinol;Matairesinol;Pluviatolide;Bursehernin;(-)-5'-Demethylyatein;Casimiroedine;Deoxypodophyllotoxin;Podophyllotoxin
M00903,"Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin",K23999 K09459 K12901 K12902 K24000 K12903,fom1; phosphoenolpyruvate phosphomutase / cytidylyltransferase [EC:5.4.2.9 2.7.7.104] [RN:R00661 R12498];fom2; phosphonopyruvate decarboxylase [EC:4.1.1.82] [RN:R04053];fomC; phosphonoacetaldehyde reductase [EC:1.1.1.309] [RN:R08861];fom3; phosphonoacetaldehyde methylase [EC:2.1.1.308] [RN:R12497];fomD; HPP-CMP hydrolase [EC:3.6.1.-] [RN:R12499];fom4; (S)-2-hydroxypropylphosphonic acid epoxidase [EC:1.11.1.23] [RN:R08863],Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics,Biosynthesis of various antibiotics;Metabolic pathways;Biosynthesis of secondary metabolites,C00074 -> C02798;C02798 -> C03167;C03167 -> C06451;C06451 -> C22216;C22216 -> C22217;C22217 -> C06452;C06452 -> C06454,Phosphoenolpyruvate;3-Phosphonopyruvate;Phosphonoacetaldehyde;2-Hydroxyethylphosphonate;Cytidine 5'-{[hydroxy(2-hydroxyethyl)phosphonoyl]phosphate};Cytidine 5'-{[hydroxy(2-hydroxypropyl)phosphonoyl]phosphate};(S)-2-Hydroxypropylphosphonate;Fosfomycin
M00904,"Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C",K22113 K01957 K22114,"ddaG; fumarate---(S)-2,3-diaminopropanoate ligase [EC:6.3.2.46] [RN:R10940];ddaH; N-3-fumaroyl-(S)-2,3-diaminopropanoate amidotransferase [EC:6.3.5.-] [RN:R12352];ddaF; dapdiamide synthase [EC:6.3.2.47] [RN:R10942 R10943 R10944]",Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics,Biosynthesis of various antibiotics;Metabolic pathways;Biosynthesis of secondary metabolites,C03401 -> C20961;C20961 -> C20966;C20966 -> C20962;C20966 -> C20963;C20966 -> C20964,"L-2,3-Diaminopropanoate;N3-Fumaroyl-L-2,3-diaminopropanoate;3-{[(2E)-4-Amino-4-oxobut-2-enoyl]amino}-L-alanine;Dapdiamide A;Dapdiamide B;Dapdiamide C"
M00905,"Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B",K18287 K17835 K20204,"griI; 2-amino-4,5-dihydroxy-6-oxo-7-(phosphooxy)heptanoate synthase [EC:4.1.2.56] [RN:R10673];griH; 3-amino-4-hydroxybenzoic acid synthase [EC:4.1.99.20] [RN:R10469];griF; grixazone synthase[EC:1.10.3.15] [RN:R10720]",Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds,Biosynthesis of various other secondary metabolites;Metabolic pathways;Biosynthesis of secondary metabolites,C00441 -> C20644;C20644 -> C12115;C12115 -> C20799,"L-Aspartate 4-semialdehyde;2-Amino-4,5-dihydroxy-6-oxo-7-(phosphooxy)heptanoate;3-Amino-4-hydroxybenzoate;Grixazone B"
M00906,"Ethynylserine biosynthesis, lysine => ethynylserine",K23669 K23670 K23671 K23672 K23673,besD; L-lysine 4-chlorinase [EC:1.14.20.-] [RN:R12407];besC; 4-chloro-allylglycine synthase [EC:1.14.99.-] [RN:R12408];besB; L-2-amino-4-chloropent-4-enoate dechlorinase/desaturase [EC:4.5.1.-] [RN:R12409];besA; L-propargylglycine--L-glutamate ligase [EC:6.3.2.-] [RN:R12410];besE; L-gamma-glutamyl-L-propargylglycine hydroxylase [EC:1.14.11.-] [RN:R12411],Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds,Biosynthesis of various other secondary metabolites;Metabolic pathways;Biosynthesis of secondary metabolites,C00047 -> C22137;C22137 -> C04075;C04075 -> C22138;C22138 -> C22139;C22139 -> C22140;C22140 -> C22141,L-Lysine;4-Chloro-L-lysine;2-Amino-4-chloro-4-pentenoic acid;L-Propargylglycine;gamma-L-Glutamyl-L-propargylglycine;L-gamma-Glutamyl-(3R)-L-beta-ethynylserine;L-beta-Ethynylserine
M00909,"UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc","(K00845,K25026) (K01810,K13810,K15916) K00820 K03431 K04042",glk; glucokinase [EC:2.7.1.2] [RN:R01786];pgi; glucose-6-phosphate isomerase [EC:5.3.1.9] [RN:R13199];glmS; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16] [RN:R00768];glmM; phosphoglucosamine mutase [EC:5.4.2.10] [RN:R02060];glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157] [RN:R05332 R00416],Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism;Biosynthesis of nucleotide sugars;Metabolic pathways,C00267 -> C00668;C00668 -> C00085;C00085 -> C00352;C00352 -> C06156;C06156 -> C04501;C04501 -> C00043,alpha-D-Glucose;alpha-D-Glucose 6-phosphate;D-Fructose 6-phosphate;D-Glucosamine 6-phosphate;alpha-D-Glucosamine 1-phosphate;N-Acetyl-alpha-D-glucosamine 1-phosphate;UDP-N-acetyl-alpha-D-glucosamine
M00910,"Phenylalanine biosynthesis, chorismate => arogenate => phenylalanine",K01850 K15849 K05359,chorismate mutase [EC:5.4.99.5] [RN:R01715];bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase [EC:2.6.1.78 2.6.1.79] [RN:R01731 R07276];arogenate dehydratase [EC:4.2.1.91 4.2.1.51] [RN:R00691],Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism,"Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of amino acids;Metabolic pathways;Biosynthesis of secondary metabolites",C00251 -> C00254;C00254 -> C00826;C00826 -> C00079,Chorismate;Prephenate;L-Arogenate;L-Phenylalanine
M00911,"Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD",K01497 K14654 K14655 --;K02858;K00794 K00793 K00861 K00953,"GTP cyclohydrolase II [EC:3.5.4.25] [RN:R00425];2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302] [RN:R09375 R09376];2,5-diamino-6-(5-phospho-D-ribitylamino)-pyrimidin-4(3H)-one deaminase [RN:R09377];3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12] [RN:R07281];6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78] [RN:R04457];riboflavin synthase [EC:2.5.1.9] [RN:R00066];riboflavin kinase [EC:2.7.1.26] [RN:R00549];FAD synthetase [EC:2.7.7.2] [RN:R00161]",Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,Riboflavin metabolism;Biosynthesis of cofactors;Metabolic pathways,C00044 -> C01304;C01304 -> C18910;C18910 -> C04454;C04454 -> C04732;C00199 -> C15556;C04732 + C15556 -> C04332;C04332 -> C00255;C00255 -> C00061;C00061 -> C00016,"GTP;2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one;2,5-Diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one;5-Amino-6-(5'-phospho-D-ribitylamino)uracil;5-Amino-6-(1-D-ribitylamino)uracil;D-Ribulose 5-phosphate;L-3,4-Dihydroxybutan-2-one 4-phosphate;6,7-Dimethyl-8-(D-ribityl)lumazine;Riboflavin;FMN;FAD"
