FeatureID,Formula_CD,Potential_fragment,Formula_sirius,cd_vs_sirius,Notes_name,Sirius_structure_percentage,Final_name,Keep_formula,use_Sirius_class,Final_annotation_comment
FT_1.437_293.10315,C8 H18 N6 O4 S,NA,C15 H18 O6,FALSE,na,na,na,C15 H18 O6,yes,L4.3
FT_1.419_267.08766,NA,NA,NA,TRUE,,,,,,delete
FT_1.439_411.10866,C23 H16 N4 O4,NA,C22 H20 O8,FALSE,na,na,na,C22 H20 O8,yes,L4.3
FT_1.422_515.26523,C29 H40 O8,NA,C29 H40 O8,TRUE,na,na,na,C29 H40 O8,YES,L4.1
FT_1.424_501.28601,C29 H42 O7,NA,C29 H42 O7,TRUE,na,na,na,C29 H42 O7,YES,L4.1
FT_1.425_409.09319,C25 H19 N2 P S,NA,NA,FALSE,,,no name,C25 H19 N2 P S,,L4.3
FT_1.428_405.22860,C23 H34 O6,NA,C23 H34 O6,TRUE,na,na,na,C23 H34 O6,YES,L4.1
FT_1.432_215.09294,C5 H13 N8 P,NA,NA,FALSE,,,no name,C5 H13 N8 P,,L4.3
FT_1.432_535.19797,C23 H37 O12 P,NA,NA,FALSE,,,no name,C23 H37 O12 P,,L4.3
FT_1.432_729.25478,C34 H43 N4 O12 P,NA,NA,FALSE,,,no name,C34 H43 N4 O12 P,,L4.3
FT_1.439_497.14564,C23 H18 N10 O4,NA,C26 H26 O10,FALSE,na,na,na,C26 H26 O10,yes,L4.3
FT_1.446_497.18158,C31 H32 O2 P2,NA,C27 H30 O9,FALSE,na,na,na,C27 H30 O9,yes,L4.3
FT_1.436_275.11378,C12 H20 O7,NA,NA,FALSE,,,,,,delete
FT_1.451_441.11948,C22 H20 O7,NA,C19 H26 O5 P2,FALSE,na,na,na,C19 H26 O5 P2,yes,L4.3
FT_1.439_265.07184,C13 H14 O6,NA,C13 H14 O6,TRUE,na,na,na,C13 H14 O6,YES,L4.1
FT_1.455_221.04562,C6 H7 N8 P,NA,C11 H10 O5,FALSE,na,na,na,C11 H10 O5,yes,L4.3
FT_1.458_253.14459,C7 H21 N4 O P,NA,C13 H20 O2,FALSE,na,na,na,C13 H20 O2,yes,L4.3
FT_1.441_263.09273,C14 H16 O5,NA,C14 H16 O5,TRUE,na,na,na,na,na,delete
FT_1.442_309.09816,C15 H18 O7,NA,C15 H18 O7,TRUE,na,na,na,C15 H18 O7,YES,L4.1
FT_1.443_267.12388,C14 H20 O5,NA,C14 H20 O5,TRUE,na,na,na,C14 H20 O5,YES,L4.1
FT_1.443_375.07241,C19 H12 N4 O5,NA,C18 H16 O9,FALSE,keep sirius name,89.29,Decarboxythamnolic acid,C18 H16 O9,na,L3.3
FT_1.444_337.12966,C17 H22 O7,NA,C17 H22 O7,TRUE,na,na,na,na,na,delete
FT_1.444_491.26514,C21 H41 N4 O7 P,NA,NA,FALSE,,,no name,C21 H41 N4 O7 P,,L4.3
FT_1.445_337.12965,C9 H20 N6 O3 S,NA,C16 H20 O5,FALSE,na,na,na,na,na,delete
FT_1.445_487.27054,C25 H32 N10 O,NA,NA,FALSE,,,,,,delete
FT_1.466_411.14501,C17 H25 N4 O6 P,NA,C23 H24 O7,FALSE,na,na,na,C23 H24 O7,yes,L4.3
FT_1.447_413.16100,C23 H26 O7,NA,C23 H26 O7,TRUE,na,na,na,C23 H26 O7,YES,L4.1
FT_1.449_251.09253,C13 H16 O5,NA,C13 H16 O5,TRUE,na,na,na,na,na,delete
FT_1.475_337.09346,C8 H16 N6 O4 S,NA,C15 H16 O6,FALSE,na,na,na,C15 H16 O6,yes,L4.3
FT_1.453_209.04533,C9 H8 O3,NA,C9 H8 O3,TRUE,na,na,na,na,na,delete
FT_1.453_209.04535,C10 H10 O5,fragment,C10 H10 O5,TRUE,"formula match, name sirius",88.65,Methyl Haematommate,C10 H10 O5,na,L3.3
FT_1.453_441.11948,C23 H22 O9,NA,C23 H22 O9,TRUE,na,na,na,C23 H22 O9,YES,L4.1
FT_1.475_487.16140,C18 H38 N2 O5 P2 S2,NA,C26 H24 N4 O6,FALSE,na,na,na,C26 H24 N4 O6,yes,L4.3
FT_1.456_363.18183,C20 H28 O6,NA,C20 H28 O6,TRUE,na,na,na,na,na,delete
FT_1.478_425.12450,C18 H27 N4 O2 P S2,NA,C23 H22 O8,FALSE,na,na,na,C23 H22 O8,yes,L4.3
FT_1.463_401.19727,C23 H30 O6,NA,C23 H30 O6,TRUE,na,na,na,C23 H30 O6,YES,L4.1
FT_1.465_401.19725,C22 H28 O4,fragment,C22 H28 O4,TRUE,,,,,,delete
FT_1.479_269.13945,C15 H18 N4 O,NA,C14 H22 O5,FALSE,na,na,na,C14 H22 O5,yes,L4.3
FT_1.467_199.09778,C10 H16 O4,NA,C10 H16 O4,TRUE,na,na,na,na,na,delete
FT_1.467_323.11389,C17 H24 O2 S2,NA,NA,FALSE,,,,,,delete
FT_1.470_337.09344,C17 H22 O3 S2,fragment,C16 H18 O8,FALSE,,,,,,delete
FT_1.471_363.10885,C18 H20 O8,NA,C18 H20 O8,TRUE,na,na,na,C18 H20 O8,YES,L4.1
FT_1.475_233.04552,C12 H10 O5,NA,C12 H10 O5,TRUE,na,na,na,C12 H10 O5,YES,L4.1
FT_1.482_405.22850,C17 H35 N4 O5 P,NA,C23 H34 O6,FALSE,na,na,na,C23 H34 O6,yes,L4.3
FT_1.475_473.29104,C29 H46 O S2,NA,NA,FALSE,,,,,,delete
FT_1.488_519.26008,C20 H46 N2 O9 P2,NA,C28 H40 O9,FALSE,na,na,na,C28 H40 O9,yes,L4.3
FT_1.477_371.18639,C22 H28 O5,NA,C22 H28 O5,TRUE,na,na,na,C22 H28 O5,YES,L4.1
FT_1.478_305.06676,C15 H14 O7,NA,C15 H14 O7,TRUE,na,na,na,na,na,delete
FT_1.511_200.97954,C7 H9 O P3,NA,C7 H7 O3 P S,FALSE,na,na,na,C7 H7 O3 P S,yes,L4.3
FT_1.478_471.13017,C18 H33 O8 P S2,NA,NA,FALSE,,,no name,C18 H33 O8 P S2,,L4.3
FT_1.530_293.06676,C8 H15 N4 O6 P,NA,C14 H14 O7,FALSE,na,na,na,C14 H14 O7,yes,L4.3
FT_1.479_443.20801,C25 H32 O7,NA,C25 H32 O7,TRUE,na,na,na,na,na,delete
FT_1.533_415.06742,C17 H8 N10 O4,NA,C20 H16 O10,FALSE,na,na,na,C20 H16 O10,yes,L4.3
FT_1.484_399.14526,C17 H29 N4 O P S2,NA,NA,FALSE,,,no name,C17 H29 N4 O P S2,,L4.3
FT_1.486_305.10319,C16 H18 O6,NA,C16 H18 O6,TRUE,na,na,na,C16 H18 O6,YES,L4.1
FT_1.486_443.09873,C22 H20 O10,NA,C22 H20 O10,TRUE,na,na,na,C22 H20 O10,YES,L4.1
FT_1.487_253.07182,C12 H14 O6,NA,C12 H14 O6,TRUE,na,na,na,C12 H14 O6,YES,L4.1
FT_1.569_325.09309,C9 H19 N4 O7 P,NA,C15 H18 O8,FALSE,na,na,na,C15 H18 O8,yes,L4.3
FT_1.491_485.18187,C26 H30 O9,NA,C26 H30 O9,TRUE,na,na,na,C26 H30 O9,YES,L4.1
FT_1.492_501.17691,C26 H30 O10,NA,C26 H30 O10,TRUE,na,na,na,C26 H30 O10,YES,L4.1
FT_1.493_439.17677,C17 H32 N2 O9 S,NA,C25 H28 O7,FALSE,na,na,na,na,na,delete
FT_1.494_433.22349,C24 H34 O7,NA,C24 H34 O7,TRUE,na,na,na,C24 H34 O7,YES,L4.1
FT_1.501_279.08763,C8 H17 N4 O5 P,NA,C14 H16 O6,FALSE,na,na,na,na,na,delete
FT_1.579_513.17674,C28 H26 N4 O6,NA,C27 H30 O10,FALSE,na,na,na,C27 H30 O10,yes,L4.3
FT_1.512_253.10815,C13 H18 O5,NA,C13 H18 O5,TRUE,na,na,na,C13 H18 O5,YES,L4.1
FT_1.524_429.19235,C24 H30 O7,NA,C24 H30 O7,TRUE,na,na,na,C24 H30 O7,YES,L4.1
FT_1.594_387.14517,C15 H25 N4 O6 P,NA,C21 H24 O7,FALSE,na,na,na,C21 H24 O7,yes,L4.3
FT_1.533_281.06672,C13 H14 O7,NA,C13 H14 O7,TRUE,na,na,na,C13 H14 O7,YES,L4.1
FT_1.613_283.11874,C7 H20 N6 O4 S,NA,C14 H20 O6,FALSE,na,na,na,C14 H20 O6,yes,L4.3
FT_1.537_265.07183,C13 H14 O6,NA,C13 H14 O6,TRUE,na,na,na,C13 H14 O6,YES,L4.1
FT_1.538_265.07183,C12 H12 O4,NA,C12 H12 O4,TRUE,na,na,na,C12 H12 O4,YES,L4.1
FT_1.538_359.15015,C20 H24 O6,NA,C20 H24 O6,TRUE,na,na,na,na,na,delete
FT_1.539_527.15592,C17 H39 O12 P3,NA,NA,FALSE,,,no name,C17 H39 O12 P3,,L4.3
FT_1.540_265.10819,C14 H18 O5,NA,C14 H18 O5,TRUE,na,na,na,na,na,delete
FT_1.541_445.15094,C24 H22 N4 O5,NA,C23 H26 O9,FALSE,na,na,na,na,na,delete
FT_1.545_511.16110,C38 H25 P,NA,NA,FALSE,,,no name,C38 H25 P,,L4.3
FT_1.551_309.13447,C16 H22 O6,NA,C16 H22 O6,TRUE,na,na,na,C16 H22 O6,YES,L4.1
FT_1.553_181.08684,C10 H14 O3,NA,C10 H14 O3,TRUE,na,na,na,na,na,delete
FT_1.553_223.09739,C12 H16 O4,NA,C12 H16 O4,TRUE,na,na,na,C12 H16 O4,yes,L4.1
FT_1.554_225.04041,C9 H8 O4,NA,C9 H8 O4,TRUE,"formula match, name sirius",97.55,caffeate,C9 H8 O4,na,L3.3
FT_1.557_487.27043,C29 H36 N4 O3,NA,NA,FALSE,,,,,,delete
FT_1.558_419.20800,C23 H32 O7,NA,C23 H32 O7,TRUE,na,na,na,C23 H32 O7,yes,L4.1
FT_1.563_425.12443,C17 H33 O4 P3 S,NA,NA,FALSE,,,,,,delete
FT_1.566_295.08239,C14 H16 O7,NA,C14 H16 O7,TRUE,na,na,na,C14 H16 O7,yes,L4.1
FT_1.568_277.10820,C15 H18 O5,NA,C15 H18 O5,TRUE,na,na,na,C15 H18 O5,yes,L4.1
FT_1.569_321.09815,C16 H18 O7,NA,C16 H18 O7,TRUE,na,na,na,C16 H18 O7,yes,L4.1
FT_1.624_297.06180,C13 H14 O8,NA,C14 H10 N4 O4,FALSE,na,na,na,C14 H10 N4 O4,yes,L4.3
FT_1.571_225.04041,C10 H10 O6,NA,C10 H10 O6,TRUE,na,na,na,C10 H10 O6,yes,L4.1
FT_1.572_207.06603,C5 H13 N4 O3 P,NA,C11 H12 O4,FALSE,na,na,na,na,na,delete
FT_1.575_499.16146,C21 H25 N8 O5 P,NA,NA,FALSE,,,,,,delete
FT_1.579_387.18133,C22 H28 O6,NA,C22 H28 O6,TRUE,na,na,na,C22 H28 O6,yes,L4.1
FT_1.646_513.14088,C14 H30 N8 O2 P2 S2,NA,C25 H24 O9,FALSE,na,na,na,C25 H24 O9,yes,L4.3
FT_1.583_321.13449,C17 H22 O6,NA,C17 H22 O6,TRUE,na,na,na,C17 H22 O6,yes,L4.1
FT_1.583_545.20286,C26 H37 N4 O3 P3,NA,NA,FALSE,,,no name,C26 H37 N4 O3 P3,,L4.3
FT_1.585_195.06629,C10 H12 O4,NA,C10 H12 O4,TRUE,na,na,na,C10 H12 O4,yes,L4.1
FT_1.585_235.09746,C13 H16 O4,NA,C13 H16 O4,TRUE,na,na,na,C13 H16 O4,yes,L4.1
FT_1.589_237.07700,C12 H14 O5,NA,C12 H14 O5,TRUE,na,na,na,C12 H14 O5,yes,L4.1
FT_1.593_277.07172,C14 H14 O6,NA,C14 H14 O6,TRUE,na,na,na,C14 H14 O6,yes,L4.1
FT_1.654_313.09314,C8 H19 N4 O7 P,NA,C14 H18 O8,FALSE,na,na,na,C14 H18 O8,yes,L4.3
FT_1.597_267.08747,C13 H16 O6,NA,C13 H16 O6,TRUE,na,na,na,na,na,delete
FT_1.601_209.04540,C10 H10 O5,NA,C10 H10 O5,TRUE,na,na,na,C10 H10 O5,yes,L4.1
FT_1.603_397.05673,C20 H14 O9,NA,C20 H14 O9,TRUE,na,na,na,C20 H14 O9,yes,L4.1
FT_1.603_473.10916,C15 H28 N2 O11 P2,NA,NA,FALSE,,,no name,C15 H28 N2 O11 P2,,L4.3
FT_1.606_263.09265,C14 H16 O5,NA,C14 H16 O5,TRUE,na,na,na,C14 H16 O5,yes,L4.1
FT_1.611_247.06140,C13 H12 O5,NA,C13 H12 O5,TRUE,na,na,na,C13 H12 O5,yes,L4.1
FT_1.612_267.05121,C12 H12 O7,NA,C12 H12 O7,TRUE,na,na,na,C12 H12 O7,yes,L4.1
FT_1.613_267.05109,C11 H10 O5,NA,C11 H10 O5,TRUE,na,na,na,C11 H10 O5,yes,L4.1
FT_1.657_255.08748,C5 H15 N4 O3 P,NA,C11 H14 O4,FALSE,na,na,na,C11 H14 O4,yes,L4.3
FT_1.613_449.21858,C24 H34 O8,NA,C24 H34 O8,TRUE,na,na,na,C24 H34 O8,yes,L4.1
FT_1.618_351.10866,C17 H20 O8,NA,C17 H20 O8,TRUE,na,na,na,C17 H20 O8,yes,L4.1
FT_1.621_225.07685,C11 H14 O5,NA,C11 H14 O5,TRUE,na,na,na,C11 H14 O5,yes,L4.1
FT_1.623_323.07742,C15 H16 O8,NA,C15 H16 O8,TRUE,na,na,na,C15 H16 O8,yes,L4.1
FT_1.659_257.10292,C13 H22 O S2,NA,C12 H18 O6,FALSE,na,na,na,C12 H18 O6,yes,L4.3
FT_1.634_303.12380,C17 H20 O5,NA,C17 H20 O5,TRUE,na,na,na,C17 H20 O5,yes,L4.1
FT_1.635_347.11376,C18 H20 O7,NA,C18 H20 O7,TRUE,na,na,na,na,na,delete
FT_1.638_445.11426,NA,NA,NA,TRUE,,,,,,delete
FT_1.641_345.17103,C13 H26 N6 O3 S,NA,C20 H26 O5,FALSE,na,na,na,na,na,delete
FT_1.643_375.14550,C20 H24 O7,NA,C20 H24 O7,TRUE,na,na,na,na,na,delete
FT_1.643_527.19234,C30 H24 N8 O2,NA,NA,FALSE,,,,,,delete
FT_1.659_295.11873,C7 H18 N6 O2 S,NA,C14 H18 O4,FALSE,na,na,na,C14 H18 O4,yes,L4.3
FT_1.647_421.22384,C23 H34 O7,NA,C23 H34 O7,TRUE,na,na,na,C23 H34 O7,yes,L4.1
FT_1.650_239.05615,C11 H12 O6,NA,C11 H12 O6,TRUE,na,na,na,C11 H12 O6,yes,L4.1
FT_1.652_219.02972,C11 H8 O5,NA,C11 H8 O5,TRUE,"formula match, name sirius",98.54,7-Hydroxycoumarin-4-acetic acid,C11 H8 O5,na,L3.3
FT_1.659_419.20802,C16 H32 N6 O5 S,NA,C23 H32 O7,FALSE,na,na,na,C23 H32 O7,yes,L4.3
FT_1.654_513.14081,C20 H22 N10 O5 S,fragment,C26 H26 O11,FALSE,,,,,,delete
FT_1.656_193.05069,C10 H10 O4,NA,C10 H10 O4,TRUE,na,na,na,C10 H10 O4,yes,L4.1
FT_1.656_229.10770,NA,NA,NA,TRUE,,,no name,no formula,,L5
FT_1.656_279.08746,C14 H16 O6,NA,C14 H16 O6,TRUE,na,na,na,C14 H16 O6,yes,L4.1
FT_1.656_335.11393,C17 H20 O7,NA,C17 H20 O7,TRUE,na,na,na,C17 H20 O7,yes,L4.1
FT_1.656_461.14579,C28 H30 S3,NA,NA,FALSE,,,no name,C28 H30 S3,,L4.3
FT_1.661_469.11485,C25 H26 O5 S2,NA,C24 H22 O10,FALSE,na,na,na,C24 H22 O10,yes,L4.3
FT_1.662_429.19233,C17 H40 N2 O2 P2 S2,NA,C24 H30 O7,FALSE,na,na,na,C24 H30 O7,yes,L4.3
FT_1.659_279.08747,C13 H14 O4,NA,C13 H14 O4,TRUE,na,na,na,C13 H14 O4,yes,L4.1
FT_1.664_363.10904,C12 H16 N10 O2 S,NA,C18 H20 O8,FALSE,na,na,na,C18 H20 O8,yes,L4.3
FT_1.664_447.20291,C18 H33 N4 O7 P,NA,C24 H32 O8,FALSE,na,na,na,C24 H32 O8,yes,L4.3
FT_1.660_211.09769,C4 H16 N6 O2 S,NA,C11 H16 O4,FALSE,na,na,na,na,na,delete
FT_1.660_307.08253,C14 H14 O5,NA,C14 H14 O5,TRUE,na,na,na,C14 H14 O5,yes,L4.1
FT_1.660_543.18795,C28 H32 O11,NA,NA,FALSE,,,no name,C28 H32 O11,,L4.3
FT_1.661_295.11875,C15 H20 O6,NA,C15 H20 O6,TRUE,na,na,na,C15 H20 O6,yes,L4.1
FT_1.661_339.10889,C13 H12 N10 O2,NA,NA,FALSE,,,no name,C13 H12 N10 O2,,L4.3
FT_1.664_447.23921,C12 H37 N10 O4 P S,NA,C25 H36 O7,FALSE,na,na,na,C25 H36 O7,yes,L4.3
FT_1.661_485.14584,NA,NA,NA,TRUE,,,no name,no formula,,L5
FT_1.661_531.26078,C18 H46 N8 O2 P2 S2,NA,NA,FALSE,,,no name,C18 H46 N8 O2 P2 S2,,L4.3
FT_1.661_533.27608,C24 H49 N4 O P3 S,NA,NA,FALSE,,,no name,C24 H49 N4 O P3 S,,L4.3
FT_1.665_317.10293,C10 H18 N6 O4 S,NA,C17 H18 O6,FALSE,na,na,na,C17 H18 O6,yes,L4.3
FT_1.662_471.16685,C27 H20 N8 O,NA,NA,FALSE,,,no name,C27 H20 N8 O,,L4.3
FT_1.663_267.12364,C14 H20 O5,NA,C14 H20 O5,TRUE,na,na,na,C14 H20 O5,yes,L4.1
FT_1.663_307.08258,C15 H16 O7,NA,C15 H16 O7,TRUE,na,na,na,C15 H16 O7,yes,L4.1
FT_1.663_309.09811,C14 H16 O5,NA,C14 H16 O5,TRUE,na,na,na,C14 H16 O5,yes,L4.1
FT_1.663_431.20791,C13 H38 N8 P2 S2,NA,NA,FALSE,,,no name,C13 H38 N8 P2 S2,,L4.3
FT_1.663_445.22349,C16 H39 N4 O6 P S,NA,C25 H34 O7,FALSE,keep sirius name,83.5,"[(2R,3R,4aR,7S,8R,8aR)-7'-formyl-3,4'-dihydroxy-6'-(hydroxymethyl)-4,4,7,8a-tetramethylspiro[2,3,4a,5,6,7-hexahydro-1H-naphthalene-8,2'-3H-1-benzofuran]-2-yl] acetate",C25 H34 O7,na,L3.3
FT_1.664_343.15524,C20 H24 O5,NA,C20 H24 O5,TRUE,"formula match, name sirius",94.25,"(1S,9R,10R)-3,4-dihydroxy-11,11-dimethyl-5-propan-2-yl-16-oxatetracyclo[7.5.2.01,10.02,7]hexadeca-2,4,6-triene-8,15-dione",C20 H24 O5,na,L3.3
FT_1.665_353.08835,C10 H14 N10 O3 S,NA,C16 H18 O9,FALSE,na,na,na,C16 H18 O9,yes,L4.3
FT_1.665_455.17188,C26 H24 N4 O4,NA,C25 H28 O8,FALSE,na,na,na,C25 H28 O8,yes,L4.3
FT_1.664_431.17208,C22 H26 O6,NA,C22 H26 O6,TRUE,na,na,na,na,na,delete
FT_1.665_501.24932,C22 H34 N10 O2 S,NA,C28 H38 O8,FALSE,na,na,na,C28 H38 O8,yes,L4.3
FT_1.666_445.18754,C25 H26 N4 O4,NA,C24 H30 O8,FALSE,na,na,na,C24 H30 O8,yes,L4.3
FT_1.664_531.22338,C20 H42 N2 O10 P2,NA,NA,FALSE,,,no name,C20 H42 N2 O10 P2,,L4.3
FT_1.665_311.11389,C19 H22 P2,NA,NA,FALSE,,,no name,C19 H22 P2,,L4.3
FT_1.668_373.12969,C13 H22 N6 O5 S,NA,C20 H22 O7,FALSE,na,na,na,C20 H22 O7,yes,L4.3
FT_1.665_323.11387,C16 H20 O7,NA,C16 H20 O7,TRUE,na,na,na,na,na,delete
FT_1.668_379.14023,C20 H28 O3 S2,NA,C16 H30 O6 P2,FALSE,na,na,na,C16 H30 O6 P2,yes,L4.3
FT_1.665_377.12496,C19 H22 O8,NA,NA,FALSE,,,no name,C19 H22 O8,,L4.3
FT_1.665_443.20801,C25 H32 O7,NA,NA,FALSE,,,no name,C25 H32 O7,,L4.3
FT_1.665_449.21855,C24 H34 O8,NA,C24 H34 O8,TRUE,na,na,na,C24 H34 O8,yes,L4.1
FT_1.668_401.16104,C15 H26 N6 O5 S,NA,C22 H26 O7,FALSE,na,na,na,C22 H26 O7,yes,L4.3
FT_1.665_457.15131,C18 H22 N10 O3 S,NA,NA,FALSE,,,,,,delete
FT_1.665_501.17695,C31 H26 N4 O S,NA,NA,FALSE,,,,,,delete
FT_1.668_415.10426,C15 H16 N10 O3 S,NA,C21 H20 O9,FALSE,na,na,na,C21 H20 O9,yes,L4.3
FT_1.665_515.19266,C27 H32 O10,NA,NA,FALSE,,,no name,C27 H32 O10,,L4.3
FT_1.666_223.06103,C11 H12 O5,NA,C11 H12 O5,TRUE,na,na,na,C11 H12 O5,yes,L4.1
FT_1.666_225.07686,C10 H12 O3,NA,C10 H12 O3,TRUE,na,na,na,C10 H12 O3,yes,L4.1
FT_1.666_323.11403,C15 H18 O5,NA,C15 H18 O5,TRUE,na,na,na,C15 H18 O5,yes,L4.1
FT_1.668_473.14544,C25 H30 O5 S2,NA,C24 H26 O10,FALSE,na,na,na,C24 H26 O10,yes,L4.3
FT_1.666_497.14597,C28 H18 N8 O2,NA,NA,FALSE,,,,,,delete
FT_1.667_207.02984,C10 H8 O5,NA,C10 H8 O5,TRUE,na,na,na,C10 H8 O5,yes,L4.1
FT_1.667_305.10312,C16 H18 O6,NA,C16 H18 O6,TRUE,na,na,na,C16 H18 O6,yes,L4.1
FT_1.667_335.11389,C16 H18 O5,NA,C16 H18 O5,TRUE,na,na,na,C16 H18 O5,yes,L4.1
FT_1.667_367.14004,C19 H28 O3 S2,NA,NA,FALSE,,,no name,C19 H28 O3 S2,,L4.3
FT_1.667_403.14010,C21 H24 O8,NA,C21 H24 O8,TRUE,na,na,na,C21 H24 O8,yes,L4.1
FT_1.667_415.13977,C19 H16 N10 O2,NA,NA,FALSE,,,no name,C19 H16 N10 O2,,L4.3
FT_1.667_431.24411,C25 H36 O6,NA,NA,FALSE,,,no name,C25 H36 O6,,L4.3
FT_1.667_471.13030,C27 H27 N2 P3,NA,NA,FALSE,,,no name,C27 H27 N2 P3,,L4.3
FT_1.667_487.16129,C18 H33 O13 P,NA,NA,FALSE,,,no name,C18 H33 O13 P,,L4.3
FT_1.668_225.07690,C11 H14 O5,NA,C11 H14 O5,TRUE,na,na,na,C11 H14 O5,yes,L4.1
FT_1.668_267.08740,C12 H14 O4,NA,C12 H14 O4,TRUE,"formula match, name sirius",80.19,"1-(2,4-Dimethoxyphenyl)butane-1,3-dione",C12 H14 O4,na,L3.3
FT_1.668_319.19177,C19 H28 O4,NA,C19 H28 O4,TRUE,na,na,na,C19 H28 O4,yes,L4.1
FT_1.668_321.09816,C15 H16 O5,NA,C15 H16 O5,TRUE,na,na,na,C15 H16 O5,na,L4.1
FT_1.668_361.12955,C19 H22 O7,NA,C19 H22 O7,TRUE,na,na,na,C19 H22 O7,na,L4.1
FT_1.668_483.13005,C26 H28 O5 S2,NA,C25 H24 O10,FALSE,na,na,na,C25 H24 O10,yes,L4.3
FT_1.669_319.11869,C11 H21 N4 O5 P,NA,C17 H20 O6,FALSE,na,na,na,C17 H20 O6,yes,L4.3
FT_1.669_333.13436,C11 H24 N6 O2 P2,NA,C18 H22 O6,FALSE,na,na,na,C18 H22 O6,yes,L4.3
FT_1.668_413.12507,C25 H23 N2 P S,NA,NA,FALSE,,,no name,C25 H23 N2 P S,,L4.3
FT_1.669_475.12491,C15 H32 N2 O4 P2 S2,NA,C22 H22 O9,FALSE,na,na,na,C22 H22 O9,yes,L4.3
FT_1.668_417.19239,C23 H30 O7,NA,C23 H30 O7,TRUE,na,na,na,C23 H30 O7,na,L4.1
FT_1.668_443.17136,C25 H34 O P2 S,NA,NA,FALSE,,,no name,C25 H34 O P2 S,,L4.3
FT_1.668_457.18774,C27 H22 N8,NA,NA,FALSE,,,no name,C27 H22 N8,,L4.3
FT_1.670_217.10742,C5 H15 N8 P,NA,C10 H18 O5,FALSE,na,na,na,C10 H18 O5,yes,L4.3
FT_1.670_429.15601,C17 H35 O6 P S2,NA,C23 H26 O8,FALSE,na,na,na,C23 H26 O8,yes,L4.3
