ko_id,name,pathway,reaction,brite,db_links
K04486,histidinol-phosphatase (PHP family) [EC:3.1.3.15],Histidine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,L-histidinol-phosphate phosphohydrolase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09105 Amino acid metabolism;   00340 Histidine metabolism;    K04486  E3.1.3.15B; histidinol-phosphatase (PHP family);Enzymes [BR:ko01000]; 3. Hydrolases;  3.1  Acting on ester bonds;   3.1.3  Phosphoric-monoester hydrolases;    3.1.3.15  histidinol-phosphatase;     K04486  E3.1.3.15B; histidinol-phosphatase (PHP family),COG: COG1387;GO: 0004401
K22843,ETFB lysine methyltransferase [EC:2.1.1.-],NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09191 Unclassified: metabolism;   99980 Enzymes with EC numbers;    K22843  ETFBKMT, METTL20; ETFB lysine methyltransferase",NA
K03704,cold shock protein,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09192 Unclassified: genetic information processing;   99973 Transcription;    K03704  cspA; cold shock protein,COG: COG1278
K01579,aspartate 1-decarboxylase [EC:4.1.1.11],beta-Alanine metabolism;Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,L-aspartate 1-carboxy-lyase (beta-alanine-forming),KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09106 Metabolism of other amino acids;   00410 beta-Alanine metabolism;    K01579  panD; aspartate 1-decarboxylase;  09108 Metabolism of cofactors and vitamins;   00770 Pantothenate and CoA biosynthesis;    K01579  panD; aspartate 1-decarboxylase;Enzymes [BR:ko01000]; 4. Lyases;  4.1  Carbon-carbon lyases;   4.1.1  Carboxy-lyases;    4.1.1.11  aspartate 1-decarboxylase;     K01579  panD; aspartate 1-decarboxylase,COG: COG0853;GO: 0004068
K00390,phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10],Sulfur metabolism;Metabolic pathways;Microbial metabolism in diverse environments,"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)",KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09102 Energy metabolism;   00920 Sulfur metabolism;    K00390  cysH; phosphoadenosine phosphosulfate reductase;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.8  Acting on a sulfur group of donors;   1.8.4  With a disulfide as acceptor;    1.8.4.8  phosphoadenylyl-sulfate reductase (thioredoxin);     K00390  cysH; phosphoadenosine phosphosulfate reductase;    1.8.4.10  adenylyl-sulfate reductase (thioredoxin);     K00390  cysH; phosphoadenosine phosphosulfate reductase,COG: COG0175;GO: 0004604
K01179,endoglucanase [EC:3.2.1.4],Starch and sucrose metabolism;Metabolic pathways;Two-component system,R06200;R11307;R11308,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00500 Starch and sucrose metabolism;    K01179  E3.2.1.4; endoglucanase; 09130 Environmental Information Processing;  09132 Signal transduction;   02020 Two-component system;    K01179  E3.2.1.4; endoglucanase;Enzymes [BR:ko01000]; 3. Hydrolases;  3.2  Glycosylases;   3.2.1  Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds;    3.2.1.4  cellulase;     K01179  E3.2.1.4; endoglucanase",COG: COG2730 COG3405 COG5297;GO: 0008810;CAZy: GH5 GH9
K06415,stage V sporulation protein R,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99978 Cell growth;    K06415  spoVR; stage V sporulation protein R,COG: COG2719
K09862,uncharacterized protein,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09194 Poorly characterized;   99997 Function unknown;    K09862  K09862; uncharacterized protein,COG: COG3024
K19304,murein DD-endopeptidase [EC:3.4.24.-],NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01002 Peptidases and inhibitors;    K19304  mepM; murein DD-endopeptidase;   01011 Peptidoglycan biosynthesis and degradation proteins;    K19304  mepM; murein DD-endopeptidase;Peptidases and inhibitors [BR:ko01002]; Metallo peptidases;  Family M23;   K19304  mepM; murein DD-endopeptidase;Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]; Peptidoglycan biosynthesis and degradation;  Endopeptidase;   K19304  mepM; murein DD-endopeptidase,COG: COG0739
K05788,integration host factor subunit beta,NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03032 DNA replication proteins;    K05788  ihfB, himD; integration host factor subunit beta;   03036 Chromosome and associated proteins;    K05788  ihfB, himD; integration host factor subunit beta;   03400 DNA repair and recombination proteins;    K05788  ihfB, himD; integration host factor subunit beta;DNA replication proteins [BR:ko03032]; Prokaryotic type;  DNA Replication Initiation Factors;   Initiation factors (bacterial);    K05788  ihfB, himD; integration host factor subunit beta;Chromosome and associated proteins [BR:ko03036]; Prokaryotic type;  Nucleoid associated proteins;   IHF (integration host factor);    K05788  ihfB, himD; integration host factor subunit beta;DNA repair and recombination proteins [BR:ko03400]; Prokaryotic type;  DSBR (double strand breaks repair);   NHEJ (non-homologous end-joining);    SHDIR (short-homology-dependent illegitimate recombination);     Facilitator;      K05788  ihfB, himD; integration host factor subunit beta",COG: COG0776
K22136,bacillithiol synthase,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09191 Unclassified: metabolism;   99981 Carbohydrate metabolism;    K22136  bshC; bacillithiol synthase,COG: COG4365
K06044,(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15],Starch and sucrose metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,maltodextrin 1-alpha-D-glucosylmutase;NA  R09995,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00500 Starch and sucrose metabolism;    K06044  treY, glgY; (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase;Enzymes [BR:ko01000]; 5. Isomerases;  5.4  Intramolecular transferases;   5.4.99  Transferring other groups;    5.4.99.15  (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase;     K06044  treY, glgY; (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase",COG: COG3280;GO: 0047470;CAZy: GH13
K01745,histidine ammonia-lyase [EC:4.3.1.3],Histidine metabolism;Metabolic pathways,L-histidine ammonia-lyase (urocanate-forming),"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09105 Amino acid metabolism;   00340 Histidine metabolism;    K01745  hutH, HAL; histidine ammonia-lyase;Enzymes [BR:ko01000]; 4. Lyases;  4.3  Carbon-nitrogen lyases;   4.3.1  Ammonia-lyases;    4.3.1.3  histidine ammonia-lyase;     K01745  hutH, HAL; histidine ammonia-lyase",COG: COG2986;GO: 0004397
K01458,N-formylglutamate deformylase [EC:3.5.1.68],Histidine metabolism;Glyoxylate and dicarboxylate metabolism;Metabolic pathways,N-formyl-L-glutamate amidohydrolase,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00630 Glyoxylate and dicarboxylate metabolism;    K01458  hutG; N-formylglutamate deformylase;  09105 Amino acid metabolism;   00340 Histidine metabolism;    K01458  hutG; N-formylglutamate deformylase;Enzymes [BR:ko01000]; 3. Hydrolases;  3.5  Acting on carbon-nitrogen bonds, other than peptide bonds;   3.5.1  In linear amides;    3.5.1.68  N-formylglutamate deformylase;     K01458  hutG; N-formylglutamate deformylase",GO: 0050129
K01712,urocanate hydratase [EC:4.2.1.49],Histidine metabolism;Metabolic pathways,"4,5-dihydro-4-oxo-5-imidazolepropanoate hydro-lyase","KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09105 Amino acid metabolism;   00340 Histidine metabolism;    K01712  hutU, UROC1; urocanate hydratase;Enzymes [BR:ko01000]; 4. Lyases;  4.2  Carbon-oxygen lyases;   4.2.1  Hydro-lyases;    4.2.1.49  urocanate hydratase;     K01712  hutU, UROC1; urocanate hydratase",COG: COG2987;GO: 0016153
K00208,enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10],Fatty acid biosynthesis;Prodigiosin biosynthesis;Biotin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid metabolism;Biosynthesis of cofactors,acyl-[acyl-carrier-protein]:NAD+ oxidoreductase;acyl-[acyl-carrier protein]:NADP+ oxidoreductase;butyryl-[acp]:NAD+ trans-2-oxidoreductase;butyryl-[acp]:NADP+ trans-2-oxidoreductase;dodecanoyl-[acp]:NAD+ trans-2-oxidoreductase;dodecanoyl-[acp]:NADP+ trans-2-oxidoreductase;hexanoyl-[acp]:NAD+ trans-2-oxidoreductase;hexanoyl-[acp]:NADP+ trans-2-oxidoreductase;octanoyl-[acp]:NAD+ trans-2-oxidoreductase;octanoyl-[acp]:NADP+ trans-2-oxidoreductase;decanoyl-[acp]:NAD+ trans-2-oxidoreductase;decanoyl-[acp]:NADP+ trans-2-oxidoreductase;tetradecanoyl-[acp]:NAD+ trans-2-oxidoreductase;tetradecanoyl-[acp]:NADP+ trans-2-oxidoreductase;hexadecanoyl-[acp]:NAD+ trans-2-oxidoreductase;hexadecanoyl-[acp]:NADP+ trans-2-oxidoreductase;octadecanoyl-[acp]:NAD+ trans-2-oxidoreductase;glutaryl-[acp]-methyl-ester:NADP+ oxidoreductase;pimelyl-[acyl-carrier protein]-methyl-ester:NADP+ oxidoreductase;NA  R11671,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09103 Lipid metabolism;   00061 Fatty acid biosynthesis;    K00208  fabI; enoyl-[acyl-carrier protein] reductase I;  09108 Metabolism of cofactors and vitamins;   00780 Biotin metabolism;    K00208  fabI; enoyl-[acyl-carrier protein] reductase I;  09110 Biosynthesis of other secondary metabolites;   00333 Prodigiosin biosynthesis;    K00208  fabI; enoyl-[acyl-carrier protein] reductase I; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01004 Lipid biosynthesis proteins;    K00208  fabI; enoyl-[acyl-carrier protein] reductase I;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.3  Acting on the CH-CH group of donors;   1.3.1  With NAD+ or NADP+ as acceptor;    1.3.1.9  enoyl-[acyl-carrier-protein] reductase (NADH);     K00208  fabI; enoyl-[acyl-carrier protein] reductase I;    1.3.1.10  enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific);     K00208  fabI; enoyl-[acyl-carrier protein] reductase I;Lipid biosynthesis proteins [BR:ko01004]; Fatty acid synthase;  Component type;   K00208  fabI; enoyl-[acyl-carrier protein] reductase I",COG: COG0623;GO: 0004318 0004319
K03594,bacterioferritin [EC:1.16.3.1],Porphyrin metabolism,Fe(II):oxygen oxidoreductase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09108 Metabolism of cofactors and vitamins;   00860 Porphyrin metabolism;    K03594  bfr; bacterioferritin;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.16  Oxidizing metal ions;   1.16.3  With oxygen as acceptor;    1.16.3.1  ferroxidase;     K03594  bfr; bacterioferritin,COG: COG2193;GO: 0004322
K02192,bacterioferritin-associated ferredoxin,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09193 Unclassified: signaling and cellular processes;   99994 Others;    K02192  bfd; bacterioferritin-associated ferredoxin,COG: COG2906
K11785,"1,4-dihydroxy-6-naphthoate synthase [EC:1.14.-.-]",Ubiquinone and other terpenoid-quinone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,R08589,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09108 Metabolism of cofactors and vitamins;   00130 Ubiquinone and other terpenoid-quinone biosynthesis;    K11785  mqnD; 1,4-dihydroxy-6-naphthoate synthase",COG: COG2107
K02422,flagellar secretion chaperone FliS,Flagellar assembly,NA,KEGG Orthology (KO) [BR:ko00001]; 09140 Cellular Processes;  09142 Cell motility;   02040 Flagellar assembly;    K02422  fliS; flagellar secretion chaperone FliS; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02035 Bacterial motility proteins;    K02422  fliS; flagellar secretion chaperone FliS;Bacterial motility proteins [BR:ko02035]; Flagellar system;  Flagellar assembly proteins;   Filament;    K02422  fliS; flagellar secretion chaperone FliS,COG: COG1516
K01595,phosphoenolpyruvate carboxylase [EC:4.1.1.31],Pyruvate metabolism;Methane metabolism;Carbon fixation in photosynthetic organisms;Carbon fixation pathways in prokaryotes;Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism,phosphate:oxaloacetate carboxy-lyase (adding phosphate;phosphoenolpyruvate-forming),KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00620 Pyruvate metabolism;    K01595  ppc; phosphoenolpyruvate carboxylase;  09102 Energy metabolism;   00710 Carbon fixation in photosynthetic organisms;    K01595  ppc; phosphoenolpyruvate carboxylase;   00720 Carbon fixation pathways in prokaryotes;    K01595  ppc; phosphoenolpyruvate carboxylase;   00680 Methane metabolism;    K01595  ppc; phosphoenolpyruvate carboxylase;Enzymes [BR:ko01000]; 4. Lyases;  4.1  Carbon-carbon lyases;   4.1.1  Carboxy-lyases;    4.1.1.31  phosphoenolpyruvate carboxylase;     K01595  ppc; phosphoenolpyruvate carboxylase,COG: COG2352 COG1892;GO: 0008964
K02387,flagellar basal-body rod protein FlgB,Flagellar assembly,NA,KEGG Orthology (KO) [BR:ko00001]; 09140 Cellular Processes;  09142 Cell motility;   02040 Flagellar assembly;    K02387  flgB; flagellar basal-body rod protein FlgB; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02035 Bacterial motility proteins;    K02387  flgB; flagellar basal-body rod protein FlgB;Bacterial motility proteins [BR:ko02035]; Flagellar system;  Flagellar assembly proteins;   Rod and hook;    K02387  flgB; flagellar basal-body rod protein FlgB,COG: COG1815
K04065,hyperosmotically inducible periplasmic protein,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09194 Poorly characterized;   99996 General function prediction only;    K04065  osmY; hyperosmotically inducible periplasmic protein,COG: COG2823
K25307,low molecular weight protein-tyrosine phosphatase [EC:3.1.3.48],Two-component system,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09132 Signal transduction;   02020 Two-component system;    K25307  wzb, etp; low molecular weight protein-tyrosine phosphatase;Enzymes [BR:ko01000]; 3. Hydrolases;  3.1  Acting on ester bonds;   3.1.3  Phosphoric-monoester hydrolases;    3.1.3.48  protein-tyrosine-phosphatase;     K25307  wzb, etp; low molecular weight protein-tyrosine phosphatase",COG: COG0394;GO: 0004725
K15523,protein-ribulosamine 3-kinase [EC:2.7.1.172],NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09191 Unclassified: metabolism;   99980 Enzymes with EC numbers;    K15523  FN3KRP; protein-ribulosamine 3-kinase;Enzymes [BR:ko01000]; 2. Transferases;  2.7  Transferring phosphorus-containing groups;   2.7.1  Phosphotransferases with an alcohol group as acceptor;    2.7.1.172  protein-ribulosamine 3-kinase;     K15523  FN3KRP; protein-ribulosamine 3-kinase,NA
K01725,cyanate lyase [EC:4.2.1.104],Nitrogen metabolism;Metabolic pathways,carbamate hydro-lyase;carbamate hydro-lyase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09102 Energy metabolism;   00910 Nitrogen metabolism;    K01725  cynS; cyanate lyase;Enzymes [BR:ko01000]; 4. Lyases;  4.2  Carbon-oxygen lyases;   4.2.1  Hydro-lyases;    4.2.1.104  cyanase;     K01725  cynS; cyanate lyase,COG: COG1513;GO: 0008824
K21159,epoxide hydrolase,Biosynthesis of enediyne antibiotics,NA,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09109 Metabolism of terpenoids and polyketides;   01059 Biosynthesis of enediyne antibiotics;    K21159  sgcF, ncsF2, kedF; epoxide hydrolase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01008 Polyketide biosynthesis proteins;    K21159  sgcF, ncsF2, kedF; epoxide hydrolase;Polyketide biosynthesis proteins [BR:ko01008]; Polyketide tailoring proteins;  Oxygenase;   K21159  sgcF, ncsF2, kedF; epoxide hydrolase",COG: COG0596
K01586,diaminopimelate decarboxylase [EC:4.1.1.20],Lysine biosynthesis;D-Amino acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids,"meso-2,6-diaminoheptanedioate carboxy-lyase (L-lysine-forming)",KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09105 Amino acid metabolism;   00300 Lysine biosynthesis;    K01586  lysA; diaminopimelate decarboxylase;  09106 Metabolism of other amino acids;   00470 D-Amino acid metabolism;    K01586  lysA; diaminopimelate decarboxylase;Enzymes [BR:ko01000]; 4. Lyases;  4.1  Carbon-carbon lyases;   4.1.1  Carboxy-lyases;    4.1.1.20  diaminopimelate decarboxylase;     K01586  lysA; diaminopimelate decarboxylase,COG: COG0019;GO: 0008836
K18979,epoxyqueuosine reductase [EC:1.17.99.6],NA,queuosine34 in tRNA:acceptor oxidoreductase,KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03016 Transfer RNA biogenesis;    K18979  queG; epoxyqueuosine reductase;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.17  Acting on CH or CH2 groups;   1.17.99  With unknown physiological acceptors;    1.17.99.6  epoxyqueuosine reductase;     K18979  queG; epoxyqueuosine reductase;Transfer RNA biogenesis [BR:ko03016]; Prokaryotic type;  tRNA modification factors;   Other tRNA modification factors;    K18979  queG; epoxyqueuosine reductase,COG: COG1600;GO: 0052693
