FeatureID,Name,Formula,Annotation_level,LC_mode
FT_10.898_185.11722,"(2,2,3-Trimethyl-4-oxocyclopentyl)acetic acid",C10 H16 O3,L3.3,RP
FT_10.905_199.13289,Methyl 2-butyl-3-oxocyclopentanecarboxylate,C11 H18 O3,L3.3,RP
FT_11.015_360.08063,"2-[(3,6-dimethyl-4-oxo-2-thieno[2,3-d]pyrimidinyl)thio]-N-(4-methylphenyl)acetamide",C17 H17 N3 O2 S2,L3.3,RP
FT_11.115_235.06010,"3-(2-Oxopropyl)-6,8-dihydroxyisocoumarin",C12 H10 O5,L3.1,RP
FT_11.119_275.05264,Parasperone A,C14 H10 O6,L3.3,RP
FT_11.157_241.07067,"methyl 5-hydroxy-2-methylene-3-oxo-4a,5,8,8a-tetrahydro-1,4-benzodioxine-7-carboxylate",C11 H12 O6,L3.3,RP
FT_11.197_225.07332,no name,C11 H12 O5,L4.3,RP
FT_11.217_185.11726,3-(1-Hydroxy-2-Methylbutyl)-4-Methyl-2(5H)-Furanone),C10 H16 O3,L3.3,RP
FT_11.232_326.12348,no name,C15 H19 N O7,L4.3,RP
FT_11.271_202.14372,L-2-amino-8-oxodecanoic acid,C10 H19 N O3,L3.3,RP
FT_11.305_384.18063,Peniprequinolone,C22 H25 N O5,L3.3,RP
FT_11.310_182.19033,Dicyclohexylamine,C12 H23 N,L3.1,RP
FT_11.332_239.09131,46-Dimethylcurvulinic acid,C12 H14 O5,L3.3,RP
FT_11.364_204.15939,no name,C10 H21 N O3,L4.1,RP
FT_11.428_153.09102,"2,6,6-Trimethyl-2-cyclohexene-1,4-dione",C9 H12 O2,L3.3,RP
FT_11.447_324.14417,4-(benzyloxy)-2-{[(tert-butoxy)carbonyl]amino}-4-oxobutanoic acid,C16 H21 N O6,L3.3,RP
FT_11.451_223.09644,"1-(5-Acetyl-2,4-dimethoxyphenyl)ethanone",C12 H14 O4,L3.3,RP
FT_11.491_185.04450,"2,3-Dihydroxy-4-methoxybenzoic acid",C8 H8 O5,L3.3,RP
FT_11.491_271.08123,D-Lombricine,C6 H15 N4 O6 P,L3.3,RP
FT_11.492_225.07575,"1-(3-Acetyl-2,4-dihydroxy-6-methoxyphenyl)ethan-1-one",C11 H12 O5,L3.3,RP
FT_11.492_253.07066,Phloroglucinol triacetate,C12 H12 O6,L3.3,RP
FT_11.524_210.11004,no name,C7 H11 N7 O,L4.1,RP
FT_11.579_197.04447,Haematommic acid,C9 H8 O5,L3.3,RP
FT_11.592_167.10668,Camphorquinone,C10 H14 O2,L3.3,RP
FT_11.593_149.09609,"2-Methyl-5-prop-1-en-2-ylcyclohexa-2,4-dien-1-one",C10 H12 O,L3.3,RP
FT_11.593_391.20921,no name,C18 H26 N6 O4,L4.3,RP
FT_11.685_208.11791,"alpha-D-Glucopyranose, 2-deoxy-2-(dimethylamino)",C8 H17 N O5,L3.3,RP
FT_11.686_163.09650,beta-Cymaropyranose,C7 H14 O4,L3.1,RP
FT_11.686_213.07332,3-Hydroxysuberic acid,C8 H14 O5,L3.3,RP
FT_11.693_171.10169,Aspinonediol,C9 H14 O3,L3.3,RP
FT_11.741_384.18062,Peniprequinolone,C22 H25 N O5,L3.3,RP
FT_11.793_209.08088,methyl (E)-3-(5-methyl-6-oxopyran-2-yl)but-2-enoate,C11 H12 O4,L3.3,RP
FT_11.794_197.08092,"Methyl 2,4-dihydroxy-3,6-dimethylbenzoate",C10 H12 O4,L3.3,RP
FT_11.834_119.07021,Methyl 3-hydroxybutyrate,C5 H10 O3,L3.3,RP
FT_11.929_277.06831,Dehydrocitreoisocoumarin,C14 H12 O6,L3.3,RP
FT_11.931_237.07573,5-acetyl-2-(acetyloxy)phenyl acetate,C12 H12 O5,L3.3,RP
FT_11.951_219.10167,Eupatoriochromene,C13 H14 O3,L3.1,RP
FT_11.963_202.14373,"Decanoic acid, 2-amino-8-oxo-, (2S)-",C10 H19 N O3,L3.3,RP
FT_11.964_265.07067,"3,3'-Methylenebis(4-hydroxy-6-methyl-2H-pyran-2-one)",C13 H12 O6,L3.3,RP
FT_11.998_324.14413,Boc-Asp(OBzl)-OH,C16 H21 N O6,L3.3,RP
FT_12.022_269.10197,"2-(3-Butanoyl-2,6-dihydroxy-4-methoxyphenyl)acetic acid",C13 H16 O6,L3.3,RP
FT_12.079_109.10113,"5-Methylhepta-1,3,6-triene",C8 H12,L3.3,RP
FT_12.079_169.12233,"2-Cyclohexen-1-one, 4-hydroxy-3-methyl-6-(1-methylethyl)-",C10 H16 O2,L3.3,RP
FT_12.081_83.04916,"cis-2,4-Pentadienal",C5 H6 O,L3.1,RP
FT_12.112_202.14371,8(S)-Amino-2(R)-methyl-7-oxononanoic acid,C10 H19 N O3,L3.3,RP
FT_12.135_171.10176,3-(2-Oxocyclohexyl)propanoic acid,C9 H14 O3,L3.3,RP
FT_12.162_209.08087,"3-(3,5-dimethoxyphenyl)prop-2-enoic acid",C11 H12 O4,L3.3,RP
FT_12.206_109.10113,"1,2-Dimethyl-1,4-cyclohexadiene",C8 H12,L3.3,RP
FT_12.206_169.12233,"2-Cyclohexen-1-one, 4-hydroxy-3-methyl-6-(1-methylethyl)-",C10 H16 O2,L3.3,RP
FT_12.219_197.11725,Trichocyalide B,C11 H16 O3,L3.3,RP
FT_12.220_269.10198,"(3S,4S)-3,4,8-trihydroxy-7-(1-hydroxyethyl)-6-methoxy-3,4-dihydro-2H-naphthalen-1-one",C13 H16 O6,L3.3,RP
FT_12.241_179.07033,4-Hydroxy-3-methoxycinnamaldehyde,C10 H10 O3,L3.3,RP
FT_12.260_235.06014,Hexaketide pyrone,C12 H10 O5,L3.3,RP
FT_12.324_183.06534,"Methyl 2,4-dihydroxy-6-methylbenzoate",C9 H10 O4,L3.3,RP
FT_12.342_223.09646,Dihydrodeoxy-8-epiaustdiol,C12 H14 O4,L3.3,RP
FT_12.343_165.05466,"3-(2,5-Dihydroxyphenyl)prop-2-enal",C9 H8 O3,L3.3,RP
FT_12.455_249.07577,(2S)-2-(4-methyl-2-oxochromen-7-yl)oxypropanoate,C13 H12 O5,L3.3,RP
FT_12.510_209.08084,"3,4-Dihydroxy cinnamic acid",C11 H12 O4,L3.3,RP
FT_12.553_239.09112,"2,3,5-Trimethoxy-6-(1-propenyl)-2,5-cyclohexadiene-1,4-dione",C12 H14 O5,L3.3,RP
FT_12.554_149.09609,"2-Methyl-5-prop-1-en-2-ylcyclohexa-2,4-dien-1-one",C10 H12 O,L3.3,RP
FT_12.554_293.08636,"6-[(E)-3-carboxy-2-methylprop-2-enoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",C11 H16 O9,L3.3,RP
FT_12.555_167.10667,"2,5-Cyclohexadien-1-one, 4-hydroxy-2,3,5,6-tetramethyl-",C10 H14 O2,L3.3,RP
FT_12.561_255.08605,"Methyl 4-acetyloxy-3,5-dimethoxybenzoate",C12 H14 O6,L3.3,RP
FT_12.591_237.11205,"1-(5-Acetyl-2,4-dihydroxyphenyl)-3-methylbutan-1-one",C13 H16 O4,L3.3,RP
FT_12.618_235.06013,Hexaketide pyrone,C12 H10 O5,L3.3,RP
FT_12.662_249.07560,2-(7-Methoxy-4-methyl-2-oxochromen-3-yl)acetate,C13 H12 O5,L3.3,RP
FT_12.690_185.04449,"2,6-Dihydroxy-4-methoxybenzoic acid",C8 H8 O5,L3.3,RP
FT_12.691_227.09140,"1-(2-Hydroxy-3,4,6-trimethoxyphenyl)ethanone",C11 H14 O5,L3.3,RP
FT_12.723_202.14371,"5-(1,2-Dihydroxypropan-2-yl)-2-methylcyclohex-2-en-1-one",C10 H16 O3,L3.3,RP
FT_12.756_239.09136,"8-Hydroxy-6,7-dimethoxy-3-methyl-3,4-dihydroisochromen-1-one",C12 H14 O5,L3.3,RP
FT_12.768_223.09653,"1,3-Diacetyl-4,6-dimethoxybenzene",C12 H14 O4,L3.3,RP
FT_12.826_249.07576,(7-Methoxy-4-methyl-2-oxo-2h-chromen-3-yl)acetic acid,C13 H12 O5,L3.3,RP
FT_12.893_191.10404,"(2S,6S)-2,6-diaminoheptanedioic acid",C7 H14 N2 O4,L3.3,RP
FT_12.894_183.13796,Tsibulin 2,C11 H18 O2,L3.1,RP
FT_12.900_283.11761,no name,C14 H18 O6,L4.1,RP
FT_12.928_299.11251,Aspergilate D,C14 H18 O7,L3.3,RP
FT_12.929_313.12823,Nivalenol,C15 H20 O7,L3.1,RP
FT_12.932_219.10163,Asperfuran,C13 H14 O3,L3.1,RP
FT_12.939_253.10703,Eugenone,C13 H16 O5,L3.3,RP
FT_13.033_366.15475,Erucifoline N-oxide,C18 H23 N O7,L3.3,RP
FT_13.089_255.08629,no name,C12 H14 O6,L4.1,RP
FT_13.094_295.11759,Tutin,C15 H18 O6,L3.1,RP
FT_13.197_283.11747,"(3S,4S)-3,4,8-trihydroxy-6-methoxy-7-(1-methoxyethyl)-3,4-dihydro-2H-naphthalen-1-one",C14 H18 O6,L3.3,RP
FT_13.227_237.07573,Acetic acid 2-acetoxy-5-acetyl-phenyl ester,C12 H12 O5,L3.3,RP
FT_13.230_244.22706,N-(2-Hydroxyethyl)dodecanamide,C14 H29 N O2,L3.3,RP
FT_13.250_241.10461,no name,C12 H16 O5,L3.3,RP
FT_13.257_239.09130,46-Dimethylcurvulinic acid,C12 H14 O5,L3.3,RP
FT_13.279_253.07065,"8-Hydroxy-5,6,7-trimethoxychromen-2-one",C12 H12 O6,L3.3,RP
FT_13.284_251.12774,Preremirol,C14 H18 O4,L3.3,RP
FT_13.284_297.09689,no name,C14 H16 O7,L4.1,RP
FT_13.285_279.08631,"2,3,5,7-Tetramethoxynaphthoquinone",C14 H14 O6,L3.3,RP
FT_13.287_225.07575,"1-(3-Acetyl-2,4-dihydroxy-6-methoxyphenyl)ethan-1-one",C11 H12 O5,L3.3,RP
FT_13.317_251.09143,"1H-2-Benzopyran-1-one, 6,7,8-trimethoxy-3-methyl-",C13 H14 O5,L3.3,RP
FT_13.330_233.08081,"Benzofuran, 2,5-diacetyl-6-methoxy-",C13 H12 O4,L3.3,RP
FT_13.333_273.07341,"5,8-dihydroxy-10-methoxy-2-methyl-4H-benzo[h]chromen-4-one",C15 H12 O5,L3.3,RP
FT_13.396_267.08631,"methyl 5,7-dimethoxy-6-methyl-1-oxo-3H-2-benzofuran-4-carboxylate",C13 H14 O6,L3.3,RP
FT_13.400_201.16375,alpha-Corocalene,C15 H20,L3.1,RP
FT_13.401_527.18906,Isophysalin G,C28 H30 O10,L3.3,RP
FT_13.406_267.12259,no name,C14 H18 O5,L3.3,RP
FT_13.482_269.10199,"2-(3-Butanoyl-2,6-dihydroxy-4-methoxyphenyl)acetic acid",C13 H16 O6,L3.3,RP
FT_13.617_197.04447,Haematommic acid,C9 H8 O5,L3.3,RP
FT_13.642_195.10159,5-[(E)-but-1-enyl]-4-methoxy-6-methylpyran-2-one,C11 H14 O3,L3.3,RP
FT_13.663_203.07093,"[1,1'-Biphenyl]-2,3',4-triol",C12 H10 O3,L3.1,RP
FT_13.704_269.17474,"3,11,12-Trihydroxy-1(10)-spirovetiven-2-one",C15 H24 O4,L3.3,RP
FT_13.705_235.06011,"6-(2,4-dihydroxy-6-methylphenyl)-4-hydroxypyran-2-one",C12 H10 O5,L3.3,RP
FT_13.705_239.09124,5-Hydroxy-7-methoxy-4-(methoxymethyl)-6-methyl-1(3H)-isobenzofuranone,C12 H14 O5,L3.3,RP
FT_13.719_329.01355,no name,C15 H9 N2 O3 P S,L4.3,RP
FT_13.772_283.11761,6-[1-Hydroxy-1-(3-methyl-5-oxooxolan-2-yl)ethyl]-4-methoxy-3-methylpyran-2-one,C14 H18 O6,L3.3,RP
FT_13.807_313.17989,Aspergiloid G,C20 H24 O3,L3.3,RP
FT_13.808_299.11020,Picein,C14 H18 O7,L3.3,RP
FT_13.809_294.15474,N-(1-Deoxy-1-fructosyl)leucine,C12 H23 N O7,L3.3,RP
FT_13.811_527.18896,Isophysalin G,C28 H30 O10,L3.3,RP
FT_13.834_205.04949,"3,7-Dihydroxy-2-naphthoic acid",C11 H8 O4,L3.3,RP
FT_13.836_197.04447,Haematommic Acid,C9 H8 O5,L3.3,RP
FT_13.836_283.08127,"Benzoic acid, 3,5-bis(acetyloxy)-4-methoxy-, methyl ester",C13 H14 O7,L3.3,RP
FT_13.841_277.10701,6-[(2S)-2-hydroperoxy-3-methylbut-3-enyl]-7-methoxychromen-2-one,C15 H16 O5,L3.3,RP
FT_13.868_253.07068,Phloroglucinol triacetate,C12 H12 O6,L3.3,RP
FT_13.869_285.09687,p-Cresol glucuronide,C13 H16 O7,L3.3,RP
FT_13.871_307.07895,Gallocatechin,C15 H14 O7,L3.3,RP
FT_13.953_281.13815,"1-(2,3,4,6-tetramethoxyphenyl)pent-2-en-1-one",C15 H20 O5,L3.3,RP
FT_13.986_227.05508,"4,5-Dimethoxyphthalic acid",C10 H10 O6,L3.3,RP
FT_14.025_555.22021,"2(3H)-Furanone, dihydro-4-((4-hydroxy-3-(2-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-1-(hydroxymethyl)ethyl)-5-methoxyphenyl)methyl)-3-((4-hydroxy-3-methoxyphenyl)methyl)-, (3R,4R)-",C30 H34 O10,L3.3,RP
FT_14.026_374.08225,N-acetylmuramic acid 6-phosphate,C11 H20 N O11 P,L3.3,RP
FT_14.027_407.11767,no name,C16 H22 O12,L4.3,RP
FT_14.089_251.12776,Preremirol,C14 H18 O4,L3.3,RP
FT_14.095_291.12042,"N-succinyl-L,L-2,6-diaminopimelate",C11 H18 N2 O7,L3.3,RP
FT_14.168_341.12328,"6-(2-Benzyl-3-oxopropoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",C16 H20 O8,L3.3,RP
FT_14.255_235.16924,"2-[(2S,5S)-5-hydroxy-6-methylhept-6-en-2-yl]-5-methylphenol",C15 H22 O2,L3.3,RP
FT_14.276_311.11260,1-O-trans-Cinnamoyl-beta-D-glucopyranose,C15 H18 O7,L3.1,RP
FT_14.289_217.08594,Euparin,C13 H12 O3,L3.3,RP
FT_14.358_555.22021,"2(3H)-Furanone, dihydro-4-((4-hydroxy-3-(2-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-1-(hydroxymethyl)ethyl)-5-methoxyphenyl)methyl)-3-((4-hydroxy-3-methoxyphenyl)methyl)-, (3R,4R)-",C30 H34 O10,L3.3,RP
FT_14.359_351.07529,Sulfometuron,C14 H14 N4 O5 S,L3.3,RP
FT_14.362_407.11799,no name,C16 H22 O12,L4.3,RP
FT_14.394_281.13832,"(1beta,4alpha,5alpha,6beta,8alpha,10b)-1,10:4,5-Diepoxy-6-hydroxy-7(11)-germacren-12,8-olide",C15 H20 O5,L3.3,RP
FT_14.462_349.12818,"1-(2,4,6-Trihydroxyphenyl)-3-(3,4,5-trimethoxyphenyl)propan-1-one",C18 H20 O7,L3.1,RP
FT_14.524_257.13847,Colisiderin A,C13 H20 O5,L3.3,RP
FT_14.531_253.17983,Ethyl 2-methyl-4-oxo-6-pentylcyclohex-2-ene-1-carboxylate,C15 H24 O3,L3.3,RP
FT_14.539_225.11216,"Ethyl 6-ethyl-2,4-dihydroxy-3-methylbenzoate",C12 H16 O4,L3.3,RP
FT_14.606_265.14325,"2'-Hydroxy4',6'-dimethoxy-3'-(3-methyl-2-butenyl)acetophenone",C15 H20 O4,L3.3,RP
FT_14.624_313.12824,p-Coumaryl alcohol 4-O-glucoside,C15 H20 O7,L3.1,RP
FT_14.645_239.09135,"2'-Acetoxy-4',6'-dimethoxyacetophenone",C12 H14 O5,L3.3,RP
FT_14.657_339.14390,15-Acetyl-4-deoxynivalenol,C17 H22 O7,L3.3,RP
FT_14.703_251.09138,Azanigerone E,C13 H14 O5,L3.3,RP
FT_14.720_307.11764,7-Oxocurvularin,C16 H18 O6,L3.1,RP
FT_14.729_283.11759,no name,C14 H18 O6,L4.1,RP
FT_14.762_328.17552,no name,C16 H25 N O6,L4.3,RP
FT_14.823_269.13832,"6-[(E)-4,5-dihydroxy-4-methylhex-2-en-2-yl]-4-methoxy-3-methylpyran-2-one",C14 H20 O5,L3.3,RP
FT_14.851_459.10528,6-(Naphthalen-2-Yl)-9-(5-O-Phosphono-Beta-D-Ribofuranosyl)-9h-Purine,C20 H19 N4 O7 P,L3.3,RP
FT_14.862_227.09138,"Methyl 3,4,5-trimethoxybenzoate",C11 H14 O5,L3.3,RP
FT_14.869_219.10139,Toxol,C13 H14 O3,L3.1,RP
FT_14.964_291.15877,1-(o-Methoxybenzyl)-2-oxocyclohexanepropionic acid,C17 H22 O4,L3.3,RP
FT_14.968_326.19618,no name,C15 H34 O3 P S,L4.3,RP
FT_14.985_383.13360,"3,4,5-trihydroxy-6-[(E)-5-(4-methoxyphenyl)-3-oxopent-4-enoxy]oxane-2-carboxylic acid",C18 H22 O9,L3.3,RP
FT_15.019_109.10112,"1,3,6-Octatriene",C8 H12,L3.3,RP
FT_15.020_135.11680,1-Isopropyl-4-methylenebicyclo[3.1.0]hex-2-ene,C10 H14,L3.3,RP
FT_15.020_341.26868,"(6e,8s,10e,14r)-3,7,11,15-Tetramethylhexadeca-1,6,10-triene-3,8,14,15-tetraol",C20 H36 O4,L3.3,RP
FT_15.024_219.10151,Eupatoriochromene,C13 H14 O3,L3.3,RP
FT_15.074_281.13833,"7-(1-ethoxyethyl)-4,8-dihydroxy-6-methoxy-tetralin-1-one",C15 H20 O5,L3.3,RP
FT_15.164_326.19615,no name,C17 H27 N O5,L4.1,RP
FT_15.165_291.15894,1-(o-Methoxybenzyl)-2-oxocyclohexanepropionic acid,C17 H22 O4,L3.3,RP
FT_15.178_219.17433,"5-isopropyl-3,8-dimethyl-4a,5,6,7-tetrahydro-1H-naphthalen-2-one",C15 H22 O,L3.3,RP
FT_15.224_219.10156,"1-(4-Hydroxy-2-prop-1-en-2-yl-2,3-dihydro-1-benzofuran-5-yl)ethanone",C13 H14 O3,L3.3,RP
FT_15.256_237.18487,5-Nonylresorcinol,C15 H24 O2,L3.3,RP
FT_15.284_281.13834,no name,C15 H20 O5,L4.1,RP
FT_15.307_291.08636,"(2,6-Dihydroxy-4-methoxyphenyl)-(2,4-dihydroxy-6-methylphenyl)methanone",C15 H14 O6,L3.3,RP
FT_15.310_197.04449,"3-(2,4-Dihydroxyphenyl)-2-oxopropanoic acid",C9 H8 O5,L3.3,RP
FT_15.310_273.07568,"1,3-Dihydroxy-6-methoxy-8-methyl-9-xanthenone",C15 H12 O5,L3.3,RP
FT_15.338_383.13368,"3,4,5-trihydroxy-6-[(E)-5-(4-methoxyphenyl)-3-oxopent-4-enoxy]oxane-2-carboxylic acid",C18 H22 O9,L3.3,RP
FT_15.395_353.15960,"3-Hydroxy-1-(8-hydroxy-6-methoxy-3-methyl-1-oxo-3,4-dihydro-1H-2-benzopyran-7-yl)-3-methylbutan-2-yl acetate",C18 H24 O7,L3.1,RP
FT_15.410_309.13329,5'-Hydroxyasperentin,C16 H20 O6,L3.3,RP
FT_15.413_288.18057,no name,C14 H25 N O5,L4.1,RP
FT_15.433_275.12778,"Heteropeucenin, methyl ether",C16 H18 O4,L3.3,RP
FT_15.459_323.14898,Aculeatusquinone C,C17 H22 O6,L3.3,RP
FT_15.505_326.19621,no name,C14 H31 N O5 S,L4.3,RP
FT_15.597_211.11174,"4,4'-Dimethylbenzophenone",C15 H14 O,L3.3,RP
FT_15.647_281.10197,"1,4-Dimethyl-2,3,5-triacetoxybenzene",C14 H16 O6,L3.3,RP
FT_15.672_323.11267,"6-Hydroxy-7,8-dimethoxy-2-(2-oxopropyl)-2,3,3a,9b-tetrahydrouro[3,2-c]isochromen-5-one",C16 H18 O7,L3.3,RP
FT_15.736_211.09403,Aspinonene,C9 H16 O4,L3.3,RP
FT_15.739_211.09401,no name,C9 H12 N3 O3,L4.3,RP
FT_15.741_251.12776,Preremirol,C14 H18 O4,L3.3,RP
FT_15.849_297.09689,"6-(4-Ethenylphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",C14 H16 O7,L3.1,RP
FT_15.894_251.12775,Preremirol,C14 H18 O4,L3.3,RP
FT_15.955_307.15400,"13-hydroxy-15-methoxy-3-methyl-3,4,5,6,9,10-hexahydro-1H-benzo(c)(1)oxacyclododecine-1,7(8H)-dione",C17 H22 O5,L3.3,RP
FT_15.987_217.08590,"7-hydroxy-6-methyl-1H,2H,3H,4H-cyclopenta[c]chromen-4-one",C13 H12 O3,L3.3,RP
FT_15.988_469.18571,Dukunolide D,C26 H28 O8,L3.3,RP
FT_16.076_237.11207,"Ethanone, 1-[2,4,6-trihydroxy-3-(3-methyl-2-butenyl)phenyl]-",C13 H16 O4,L3.3,RP
FT_16.080_209.08083,"2-Propenal, 3-(4-hydroxy-3,5-dimethoxyphenyl)-",C11 H12 O4,L3.3,RP
FT_16.093_203.17935,"1,4,9-Cadinatriene",C15 H22,L3.1,RP
FT_16.094_283.11761,"methyl 3,5,7-trimethoxy-6-methyl-1,3-dihydroisobenzofuran-4-carboxylate",C14 H18 O6,L3.3,RP
FT_16.095_421.20123,Gangetin,C26H28O5,L3.3,RP
FT_16.097_293.13833,Botryosphaerin F,C16 H20 O5,L3.1,RP
FT_16.135_249.14848,Aspergentisyl B,C15 H20 O3,L3.3,RP
FT_16.338_219.10158,"(2E,6E)-5-hydroxy-7-phenylhepta-2,6-dienoic acid",C13 H14 O3,L3.3,RP
FT_16.352_205.15865,"1-[(4aR)-4a,8-dimethyl-4,5,6,7-tetrahydro-3H-naphthalen-2-yl]ethanone",C14 H20 O,L3.3,RP
FT_16.353_177.16380,"Megastigma-4,6(E),8(Z)-triene",C13 H20,L3.1,RP
FT_16.354_245.15123,Isoleucyl-hydroxyproline,C11 H20 N2 O4,L3.3,RP
FT_16.372_335.14903,"methyl 10-(acetoxymethyl)-3-methylene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-6-carboxylate",C18 H22 O6,L3.3,RP
FT_16.412_283.08124,"Trimethyl 5-methoxybenzene-1,2,4-tricarboxylate",C13 H14 O7,L3.3,RP
FT_16.545_467.20649,"(7R,8R)-8-(3,4-dimethoxyphenyl)-5,7-dihydroxy-2,2-dimethyl-10-(3-methylbut-2-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one",C27 H30 O7,L3.3,RP
FT_16.567_353.15961,"3-(7-hydroxy-4-methoxycarbonyl-9-methyl-11-oxo-10-oxatricyclo[6.3.2.0^{1,7}]tridec-3-en-9-yl)propanoic acid",C18 H24 O7,L3.3,RP
FT_16.598_499.19643,Dehydroaustin,C27 H30 O9,L3.3,RP
FT_16.641_301.28498,3-(Dodecanoylamino)propyl-hydroxy-dimethylazanium,C17 H36 N2 O2,L3.3,RP
FT_16.666_291.15902,Laurenoniolide,C17 H22 O4,L3.3,RP
FT_16.668_291.12280,"2-(5-acetyl-6-methoxy-2,3-dihydrobenzofuran-2-yl)allyl acetate",C16 H18 O5,L3.3,RP
FT_16.686_287.16414,"Estradiol-3,4-quinone",C18 H22 O3,L3.3,RP
FT_16.721_209.08081,Methyl 4-hydroxy-3-methoxy-cinnamate,C11 H12 O4,L3.3,RP
FT_16.723_281.10198,"(Z)-3-[4,5-dihydroxy-2-(2-hydroxypropan-2-yl)-2,3-dihydro-1-benzofuran-7-yl]prop-2-enoic acid",C14 H16 O6,L3.3,RP
FT_16.740_201.09101,"1,4-Naphthalenedione, 2,3,6-trimethyl-",C13 H12 O2,L3.3,RP
FT_16.740_334.16488,"N-(sec-butyl)-2-(7,8-dimethoxy-4-methyl-2-oxo-2H-chromen-3-yl)acetamide",C18 H23 N O5,L3.3,RP
FT_16.740_339.12045,"(E)-1-(5,7-dihydroxy-2,2-dimethylchromen-6-yl)-3-(4-hydroxyphenyl)prop-2-en-1-one",C20H18O5,L3.3,RP
FT_16.743_279.15689,"2-(4-Hydroxy-3-methylbut-2-en-1-yl)-4-(3-methylbut-2-en-1-yl)benzene-1,3,5-triol",C16 H22 O4,L3.3,RP
FT_16.762_297.13332,Deoxynivalenol,C15 H20 O6,L3.3,RP
FT_16.767_451.17509,"4-Benzyloxy-2'-hydroxy-3',4',5',6'-tetramethoxychalcone",C26 H26 O7,L3.1,RP
FT_16.837_251.12775,Preremirol,C14 H18 O4,L3.3,RP
FT_16.867_481.14965,no name,C26 H24 O9,L4.3,RP
FT_16.925_467.20647,"(7R,8R)-8-(3,4-dimethoxyphenyl)-5,7-dihydroxy-2,2-dimethyl-10-(3-methylbut-2-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one",C27 H30 O7,L3.3,RP
FT_17.118_483.20146,Territrem E,C27 H30 O8,L3.3,RP
FT_17.119_217.08594,Allenolic acid,C13 H12 O3,L3.3,RP
FT_17.140_467.20647,"(7R,8R)-8-(3,4-dimethoxyphenyl)-5,7-dihydroxy-2,2-dimethyl-10-(3-methylbut-2-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one",C27 H30 O7,L3.3,RP
FT_17.143_499.19649,Dehydroaustin,C27 H30 O9,L3.3,RP
FT_17.159_263.12778,Ustusorane A,C15 H18 O4,L3.3,RP
FT_17.198_257.13835,ethyl 3-(2-methoxycarbonylcyclopentyl)-3-methyl-oxirane-2-carboxylate,C13 H20 O5,L3.3,RP
FT_17.223_251.12775,Preremirol,C14 H18 O4,L3.3,RP
FT_17.267_383.13378,"3,4,5-trihydroxy-6-[(E)-5-(4-methoxyphenyl)-3-oxopent-4-enoxy]oxane-2-carboxylic acid",C18 H22 O9,L3.3,RP
FT_17.300_219.10156,4-Methoxy-3-(3-methylbut-2-enoyl)benzaldehyde,C13 H14 O3,L3.3,RP
FT_17.364_315.19562,"(4aS,10aR,11bR)-4,4,8,11b-tetramethyl-1,2,3,4a,5,7,10a,11-octahydronaphtho[2,1-f][1]benzofuran-6,9-dione",C20 H26 O3,L3.3,RP
FT_17.413_319.15405,"(3,6,9,9a-tetramethyl-2,7-dioxo-3a,4,5,9b-tetrahydro-3H-azuleno[4,5-b]furan-4-yl) acetate",C18 H22 O5,L3.3,RP
FT_17.474_413.15955,Garcimangosone C,C23 H24 O7,L3.3,RP
FT_17.486_483.20149,Territrem E,C27 H30 O8,L3.3,RP
FT_17.541_251.12777,Preremirol,C14 H18 O4,L3.3,RP
FT_17.541_467.20646,"(7R,8R)-8-(3,4-dimethoxyphenyl)-5,7-dihydroxy-2,2-dimethyl-10-(3-methylbut-2-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one",C27 H30 O7,L3.3,RP
FT_17.647_487.20941,Glucosylgalactosylhydroxylysine,C18 H34 N2 O13,L3.3,RP
FT_17.673_215.10672,"4,4'-Benzene-1,4-diylbisbut-3-en-2-one",C14 H14 O2,L3.3,RP
FT_17.694_217.08596,Methyl 3-Methoxy-2-naphthoate,C13 H12 O3,L3.3,RP
FT_17.697_321.13342,"4-acetoxy-10-methyl-3-methylene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-6-carboxylic acid",C17 H20 O6,L3.3,RP
FT_17.721_467.20646,Nimbolide,C27H30O7,L3.3,RP
FT_17.735_321.16969,Pseudoalteromone A,C18 H24 O5,L3.3,RP
FT_17.788_277.14343,"4-methyl-5-[2-(1-methylene-2-oxo-propyl)-5-oxo-hexyl]cyclopent-4-ene-1,3-dione",C16 H20 O4,L3.3,RP
FT_17.788_315.19550,"1-ethyl-4b,8,8-trimethyl-10-oxo-6,7,8a,9-tetrahydro-5H-phenanthrene-2-carboxylic acid",C20 H26 O3,L3.3,RP
FT_17.793_219.10156,6-Hydroxytremetone,C13 H14 O3,L3.3,RP
FT_17.811_369.24240,no name,C24 H32 O3,L4.3,RP
FT_17.838_514.31653,no name,C24 H43 N5 O7,L4.3,RP
